Time,Bicep,Wrist
00:03.0,-0.819573283,0.083298683
00:03.0,-0.854652107,-0.080103517
00:03.0,-0.842974126,-0.191993177
00:03.0,-0.607658148,-0.260845095
00:03.0,-0.25079295,-0.330288261
00:03.0,-0.001851086,-0.304971099
00:03.0,0.237975121,-0.153010905
00:03.0,0.517572999,0.047051162
00:03.0,0.801033735,0.079420038
00:03.0,1.13767004,0.153152764
00:03.0,1.511646509,0.020015363
00:03.0,1.331387997,-0.263679355
00:03.0,0.795691371,-0.301995516
00:03.0,0.229035944,-0.196148857
00:03.0,-0.20987612,-0.075569749
00:03.0,-0.505694807,-0.022058249
00:03.0,-0.733493149,0.089645483
00:03.0,-0.843146384,0.168364808
00:03.0,-0.816786528,0.218314901
00:03.0,-0.722190738,0.212473989
00:03.0,-0.602827609,0.067633398
00:03.0,-0.434713244,-0.038249224
00:03.0,-0.209258795,-0.043306749
00:03.0,-0.183845714,0.103727356
00:03.0,-0.2609981,0.177203864
00:03.0,-0.236701548,0.058194883
00:03.0,-0.067033269,-0.070358194
00:03.0,0.206135258,-0.053959589
00:03.0,0.410200924,0.018767312
00:03.0,0.478677243,0.087754801
00:03.0,0.462156922,0.142517641
00:03.0,0.385426164,0.065300882
00:03.0,0.305339217,0.020424915
00:03.0,0.306807429,-0.072950527
00:03.0,0.282078087,-0.178120866
00:03.1,0.266092002,-0.104675949
00:03.1,0.248045951,-0.012406485
00:03.1,0.319873154,-0.001713307
00:03.1,0.492700994,-0.05970813
00:03.1,0.395011514,-0.091132089
00:03.1,0.06186308,-0.053109761
00:03.1,-0.23664239,-0.024437601
00:03.1,-0.468753666,-0.008024273
00:03.1,-0.550487459,-0.071822524
00:03.1,-0.321632236,-0.092811003
00:03.1,-0.121471472,0.02302747
00:03.1,-0.349291503,0.104808167
00:03.1,-0.662072122,0.094788395
00:03.1,-0.730861664,0.006152821
00:03.1,-0.611881018,0.011558112
00:03.1,-0.491200179,0.042543653
00:03.1,-0.313728094,0.009887213
00:03.1,-0.008129489,-0.009626795
00:03.1,0.252652198,-0.041564796
00:03.1,0.390251726,-0.082096517
00:03.1,0.347746879,-0.055981994
00:03.1,0.191551566,-0.026324708
00:03.1,0.094852105,0.034745324
00:03.1,0.092170216,0.113807067
00:03.1,0.222988024,0.26700592
00:03.1,0.269616872,0.220240369
00:03.1,0.2130775,-0.095193841
00:03.1,0.136419728,-0.272936553
00:03.1,0.070627771,-0.020939069
00:03.1,0.070191763,0.252209723
00:03.1,0.158030793,0.421082497
00:03.1,0.303235441,0.165418178
00:03.1,0.399192184,-0.208928376
00:03.1,0.396976858,-0.325295687
00:03.1,0.382388711,-0.247584596
00:03.1,0.498137176,-0.11329817
00:03.1,0.473510444,-0.039851036
00:03.1,0.164500743,0.003945017
00:03.1,-0.071921788,-0.014447714
00:03.1,-0.271550596,-0.037576705
00:03.1,-0.461156636,-0.0385524
00:03.1,-0.592494667,-0.011819426
00:03.1,-0.661375165,0.007450728
00:03.1,-0.682667077,-0.024160696
00:03.1,-0.704495907,-0.04772931
00:03.1,-0.750742376,-0.027645851
00:03.1,-0.631277502,0.009007812
00:03.1,-0.424500734,0.003506019
00:03.1,-0.259803385,-0.027007364
00:03.1,-0.11592643,-0.020241883
00:03.1,0.114127174,0.027153421
00:03.1,0.493901014,0.099563561
00:03.1,0.976453781,0.23785603
00:03.1,1.270927072,0.208737031
00:03.1,1.081774592,0.117321424
00:03.1,0.612712801,0.065676913
00:03.1,0.201719716,0.063995898
00:03.1,-0.096978351,-0.020116083
00:03.1,-0.309995681,-0.142814979
00:03.1,-0.453695774,-0.187237769
00:03.1,-0.564298153,-0.088242851
00:03.1,-0.629112959,0.068229347
00:03.1,-0.593827009,0.043684971
00:03.1,-0.505579293,-0.103329733
00:03.1,-0.273297161,-0.190060958
00:03.1,0.008979562,-0.158174917
00:03.1,0.190818101,0.017141823
00:03.1,0.472935587,0.045403082
00:03.1,0.638489544,0.007836815
00:03.1,0.723659158,0.031900261
00:03.1,0.805052102,0.167233527
00:03.1,0.838510334,0.173027813
00:03.1,0.478158981,0.065551482
00:03.1,-0.000903782,0.000253228
00:03.1,-0.373789966,-0.082891069
00:03.1,-0.637156069,-0.123902515
00:03.1,-0.830464244,-0.071377017
00:03.1,-0.940496862,-0.036982458
00:03.1,-0.946360588,-0.087686487
00:03.1,-0.798835337,-0.063815199
00:03.1,-0.545199752,0.035822049
00:03.1,-0.289054066,0.069771133
00:03.1,-0.025326692,0.117964983
00:03.1,0.334474713,0.070718087
00:03.1,0.616284013,0.008688956
00:03.1,0.908797085,0.001106612
00:03.1,1.296330929,0.094432637
00:03.1,1.221012354,0.087688811
00:03.1,0.678244054,0.041440848
00:03.1,0.164642528,0.019085828
00:03.1,-0.191616699,-0.040890798
00:03.1,-0.393059194,-0.073528431
00:03.1,-0.483324707,-0.076875255
00:03.1,-0.474953264,-0.114819765
00:03.1,-0.455544353,-0.146683022
00:03.1,-0.380993515,-0.102905616
00:03.1,-0.171729043,-0.015270354
00:03.1,0.094564982,0.033687409
00:03.1,0.115978129,0.045538366
00:03.1,-0.091582917,0.05117118
00:03.2,-0.204674751,0.101171531
00:03.2,-0.162234917,0.154670939
00:03.2,-0.084271312,0.046965826
00:03.2,-0.021300433,-0.05645299
00:03.2,-0.012557463,-0.053548884
00:03.2,-0.028091339,-0.119488239
00:03.2,-0.024874479,-0.094810158
00:03.2,-0.000676391,-0.002215475
00:03.2,-0.018904902,0.038849559
00:03.2,0.04223907,0.066782594
00:03.2,0.119573504,0.074473538
00:03.2,0.247981578,0.041325148
00:03.2,0.245601773,-0.009925044
00:03.2,0.138008922,-0.072060987
00:03.2,0.076604053,-0.013652982
00:03.2,0.034177229,0.055244092
00:03.2,0.010820671,0.043212846
00:03.2,0.018595548,0.004582777
00:03.2,-0.036384061,-0.051446326
00:03.2,-0.066515081,-0.045405231
00:03.2,-0.029013108,0.020961361
00:03.2,0.00188474,0.033047397
00:03.2,-0.010013736,0.010471926
00:03.2,-0.06942299,-0.035896268
00:03.2,-0.098158211,0.01062873
00:03.2,-0.055218603,0.091701142
00:03.2,0.059674103,0.033366054
00:03.2,0.180636168,-0.069685429
00:03.2,0.215993673,-0.091680728
00:03.2,0.130136132,-0.096798927
00:03.2,-0.037745479,-0.071910486
00:03.2,-0.173762813,-0.056625444
00:03.2,-0.276368409,-0.016288733
00:03.2,-0.247638032,0.156949773
00:03.2,-0.111124858,0.228595331
00:03.2,-0.062331438,0.112553693
00:03.2,-0.0926608,0.015764248
00:03.2,-0.104396053,-0.038752194
00:03.2,-0.030335188,-0.102558717
00:03.2,0.032342106,-0.053376347
00:03.2,0.046837449,-0.028372107
00:03.2,0.110984229,-0.028953919
00:03.2,0.073497899,0.013396189
00:03.2,-0.018879635,0.028832095
00:03.2,-0.08681678,0.039472304
00:03.2,-0.190401152,0.014361738
00:03.2,-0.249856129,-0.044027537
00:03.2,-0.197035253,-0.099137649
00:03.2,-0.103632681,-0.128136128
00:03.2,-0.053890124,-0.10996455
00:03.2,0.042662289,0.080161855
00:03.2,0.20452027,0.102698714
00:03.2,0.394652158,0.024177907
00:03.2,0.549338281,0.015907066
00:03.2,0.567706048,0.037714992
00:03.2,0.569391966,0.093380585
00:03.2,0.708810627,0.083031222
00:03.2,0.828529954,0.018678177
00:03.2,0.496498793,-0.028613269
00:03.2,-0.060025383,-0.047636256
00:03.2,-0.500772297,-0.047185156
00:03.2,-0.787580669,-0.061146293
00:03.2,-0.960039794,-0.028208379
00:03.2,-0.946493149,-0.013866315
00:03.2,-0.750262916,0.005971657
00:03.2,-0.5925861,0.125744015
00:03.2,-0.485815018,0.133241817
00:03.2,-0.326540381,-0.167345151
00:03.2,-0.259205848,-0.224791259
00:03.2,-0.230293557,-0.027251525
00:03.2,0.207482308,0.130120158
00:03.2,0.784271955,0.166913435
00:03.2,1.091241241,0.129072472
00:03.2,1.01401186,0.020345001
00:03.2,0.753867447,-0.10459397
00:03.2,0.55537957,-0.106384464
00:03.2,0.287166208,-0.031485036
00:03.2,-0.054572389,-0.027784621
00:03.2,-0.318114936,-0.031717282
00:03.2,-0.543754935,-0.026067937
00:03.2,-0.66661346,0.012188268
00:03.2,-0.479614556,0.066880457
00:03.2,-0.346323103,0.10355188
00:03.2,-0.364573538,0.088782713
00:03.2,-0.365410805,0.015787136
00:03.2,-0.21555832,-0.046414692
00:03.2,-0.018651698,-0.051330235
00:03.2,0.132993743,-0.069447137
00:03.2,0.274389088,-0.115498967
00:03.2,0.358672708,-0.119284198
00:03.2,0.432413697,-0.032592483
00:03.2,0.492309272,0.04863869
00:03.2,0.478193372,0.065233648
00:03.2,0.386445373,0.116195127
00:03.2,0.267258912,0.110598929
00:03.2,0.17286247,-0.011017264
00:03.2,0.017727334,-0.170236111
00:03.2,-0.077566408,-0.103490636
00:03.2,-0.128375679,0.029726835
00:03.2,-0.259030432,0.070740968
00:03.3,-0.384390593,0.180658117
00:03.3,-0.361537606,0.155035853
00:03.3,-0.26834479,-0.038237032
00:03.3,-0.141654164,-0.061543487
00:03.3,-0.048658021,-0.032015931
00:03.3,-0.041937131,-0.017271379
00:03.3,-0.105724558,0.005145399
00:03.3,-0.115895808,-0.001211608
00:03.3,-0.081670284,-0.055951916
00:03.3,-0.062163651,-0.152574524
00:03.3,-0.056578271,-0.049502891
00:03.3,-0.054261804,0.032981467
00:03.3,0.000785873,0.059494074
00:03.3,0.003228347,0.017482575
00:03.3,-0.017180704,0.0489715
00:03.3,0.062868856,0.08166723
00:03.3,0.210276499,-0.000711644
00:03.3,0.168723047,-0.061142989
00:03.3,8.44E-05,-0.066269025
00:03.3,-0.038732421,-0.125699952
00:03.3,0.086335376,-0.130741224
00:03.3,0.116029471,0.007152009
00:03.3,-0.046296351,0.139770433
00:03.3,-0.190066621,0.197614506
00:03.3,-0.150570258,0.112668902
00:03.3,0.048793048,-0.004314379
00:03.3,0.323264003,-0.045597881
00:03.3,0.306548238,-0.067810372
00:03.3,0.14508833,-0.071101926
00:03.3,0.032509752,-0.043721076
00:03.3,-0.152876019,-0.00835441
00:03.3,-0.42271021,0.024463475
00:03.3,-0.535748839,0.052554131
00:03.3,-0.396908969,0.074596047
00:03.3,-0.106055416,0.063137755
00:03.3,-0.000616924,0.031308811
00:03.3,-0.02108426,-0.006215578
00:03.3,-0.052577157,-0.057366684
00:03.3,-0.068231113,-0.066939518
00:03.3,0.219947338,-0.02709372
00:03.3,0.558933198,0.079962797
00:03.3,0.39138034,0.002816105
00:03.3,0.170480937,0.003259715
00:03.3,0.193740025,-0.00274706
00:03.3,0.3210271,-0.070331611
00:03.3,0.361693174,-0.101549931
00:03.3,0.255345225,-0.061692819
00:03.3,0.140251234,-0.007876213
00:03.3,0.254954338,0.009692916
00:03.3,0.262415022,0.10642381
00:03.3,-0.056314141,0.165551215
00:03.3,-0.32782951,0.095853671
00:03.3,-0.418443978,0.001436484
00:03.3,-0.346000284,-0.144625992
00:03.3,-0.270608693,-0.146498203
00:03.3,-0.058486119,-0.085054271
00:03.3,0.057669375,-0.002591209
00:03.3,-0.079575352,0.000608353
00:03.3,-0.215577945,-0.071549311
00:03.3,-0.273503363,-0.052495506
00:03.3,-0.333089352,-0.032150913
00:03.3,-0.307645202,0.122024454
00:03.3,-0.26807183,0.199748158
00:03.3,-0.241268352,0.194488302
00:03.3,-0.180029705,0.037975289
00:03.3,-0.090499774,-0.045675229
00:03.3,0.06917946,-0.06359949
00:03.3,0.164196476,-0.043592047
00:03.3,0.26415962,0.051914163
00:03.3,0.391700029,0.08137954
00:03.3,0.498035163,0.156059146
00:03.3,0.665185273,0.083896518
00:03.3,0.711462617,-0.050681017
00:03.3,0.530918896,-0.16644758
00:03.3,0.295434773,-0.245134562
00:03.3,0.229330972,-0.237395614
00:03.3,0.280743748,-0.183247209
00:03.3,0.084703594,-0.165411294
00:03.3,-0.244208872,-0.079210974
00:03.3,-0.53928721,0.150041386
00:03.3,-0.724272013,0.221281156
00:03.3,-0.817430079,0.196113691
00:03.3,-0.880783916,0.183447391
00:03.3,-0.890567243,0.141337201
00:03.3,-0.786839724,0.078488268
00:03.3,-0.601768076,0.01619925
00:03.3,-0.359523892,-0.080976248
00:03.3,-0.145286247,-0.158715412
00:03.3,0.006718471,-0.135246545
00:03.3,0.253547132,0.065954983
00:03.3,0.63453126,0.057354733
00:03.3,0.990813613,-0.043609068
00:03.3,1.087923884,-0.088619381
00:03.3,1.040398836,-0.031675272
00:03.3,0.83671087,-0.015414485
00:03.3,0.60173142,0.037460491
00:03.3,0.358765632,0.044982918
00:03.3,0.053967889,0.02359651
00:03.3,-0.215471759,-0.000424548
00:03.3,-0.349457771,-0.001554698
00:03.4,-0.247682258,-0.028824136
00:03.4,-0.304619372,-0.033457253
00:03.4,-0.544762909,-0.063603014
00:03.4,-0.659124076,-0.047576901
00:03.4,-0.655904055,-0.004000963
00:03.4,-0.643847108,0.057222087
00:03.4,-0.443736792,0.015860369
00:03.4,-0.139371052,-0.048780609
00:03.4,0.070927978,-0.045096159
00:03.4,0.210284323,0.014167503
00:03.4,0.516212881,0.039504532
00:03.4,0.667375267,0.095169112
00:03.4,0.362502426,0.118523113
00:03.4,0.123475239,0.181085095
00:03.4,0.011151007,0.196862012
00:03.4,-0.090231352,0.058992025
00:03.4,-0.121274099,-0.05437291
00:03.4,-0.064864367,-0.120088764
00:03.4,-0.035236921,-0.140715837
00:03.4,-0.001735336,-0.009648092
00:03.4,0.080411665,0.112901911
00:03.4,0.143659383,-0.005935285
00:03.4,0.107258469,-0.033762965
00:03.4,0.038435835,-0.057021156
00:03.4,0.062440649,-0.039115984
00:03.4,0.148752749,-0.091216855
00:03.4,0.186993629,-0.126667872
00:03.4,0.305627137,-0.120289586
00:03.4,0.413153708,-0.114043638
00:03.4,0.193589926,-0.093264237
00:03.4,-0.067169026,-0.050463025
00:03.4,-0.160679221,-0.108712956
00:03.4,-0.277227581,-0.002456211
00:03.4,-0.395042598,0.083593428
00:03.4,-0.467519999,0.073042609
00:03.4,-0.522496998,0.075449049
00:03.4,-0.514706492,0.205624089
00:03.4,-0.470861644,0.118035749
00:03.4,-0.32562077,-0.01127808
00:03.4,-0.188245207,0.060197286
00:03.4,-0.1576107,0.251552194
00:03.4,0.041560113,0.249647707
00:03.4,0.139475629,0.144057661
00:03.4,0.072924472,-0.026925502
00:03.4,0.086983629,-0.169296548
00:03.4,0.180771306,-0.185976759
00:03.4,0.220087826,-0.153666019
00:03.4,0.323846877,-0.132752299
00:03.4,0.414193213,-0.096631646
00:03.4,0.318028301,-0.026308931
00:03.4,0.094716951,0.000947545
00:03.4,-0.026582386,-0.058556184
00:03.4,0.055247284,-0.138009951
00:03.4,0.190516457,-0.11768724
00:03.4,0.339282721,-0.000574036
00:03.4,0.482658625,0.067268021
00:03.4,0.571507215,0.089530908
00:03.4,0.60579741,0.036380585
00:03.4,0.513312459,0.071324155
00:03.4,0.351330012,0.093580045
00:03.4,0.046478003,0.002128747
00:03.4,-0.183569908,0.055077448
00:03.4,-0.397225559,0.047692802
00:03.4,-0.610594332,0.025819333
00:03.4,-0.718418956,-0.003365383
00:03.4,-0.739734471,0.054968432
00:03.4,-0.733085811,0.169652924
00:03.4,-0.704760075,0.091458425
00:03.4,-0.642299175,-0.045450915
00:03.4,-0.536820412,-0.134258702
00:03.4,-0.409896612,-0.103815816
00:03.4,-0.282292485,-0.055707388
00:03.4,-0.020553868,-0.009375975
00:03.4,0.396826476,0.031824544
00:03.4,0.605715275,-0.005792486
00:03.4,0.658383131,-0.021115549
00:03.4,0.652960181,-0.016772704
00:03.4,0.586877763,0.012785409
00:03.4,0.441868365,-0.030049568
00:03.4,0.286750853,-0.054780602
00:03.4,0.188494861,-0.043163422
00:03.4,0.076694682,-0.009753199
00:03.4,-0.062249534,0.043149266
00:03.4,-0.18320483,0.058033001
00:03.4,-0.262956142,-0.082030416
00:03.4,-0.294182867,-0.151098296
00:03.4,-0.217915282,0.019263007
00:03.4,-0.01741275,0.088115051
00:03.4,0.214525342,-0.019448202
00:03.4,0.214066997,-0.023570625
00:03.4,0.077561803,-0.062073555
00:03.4,0.002794379,-0.018763909
00:03.4,0.012090166,-0.031710573
00:03.4,0.039934721,-0.041406371
00:03.4,0.066638105,-0.020585874
00:03.4,0.124582343,0.075734138
00:03.4,0.033168029,0.190985978
00:03.4,-0.24085021,0.14868176
00:03.4,-0.456344336,0.061144266
00:03.4,-0.566452026,0.073569708
00:03.5,-0.563374698,0.104524374
00:03.5,-0.505548537,0.048489209
00:03.5,-0.313038617,0.050643694
00:03.5,-0.054007173,-0.024709189
00:03.5,0.046382051,-0.172055349
00:03.5,0.136171252,-0.236494079
00:03.5,0.274105996,-0.085056908
00:03.5,0.547854066,0.10541825
00:03.5,0.784670532,0.18965295
00:03.5,0.762313008,0.064777419
00:03.5,0.564398646,-0.074915633
00:03.5,0.460760415,-0.134449109
00:03.5,0.443193436,-0.14254871
00:03.5,0.431749374,-0.125552654
00:03.5,0.461737186,-0.057155658
00:03.5,0.152263328,0.001775721
00:03.5,-0.485078424,0.045463424
00:03.5,-0.958302021,0.097957283
00:03.5,-1.153458834,0.127677396
00:03.5,-1.124898195,0.063208826
00:03.5,-0.947299838,0.066815406
00:03.5,-0.792618632,0.052555814
00:03.5,-0.554851055,-0.08397308
00:03.5,-0.3043468,-0.130015597
00:03.5,-0.05232387,-0.0703113
00:03.5,0.249183461,-0.004005886
00:03.5,0.625421643,0.07847324
00:03.5,0.784630001,0.077564403
00:03.5,0.752945721,0.002427682
00:03.5,0.710504174,-0.044362038
00:03.5,0.763604045,0.024768505
00:03.5,0.931435943,0.073224261
00:03.5,0.939700723,-0.017013161
00:03.5,0.629608214,-0.063054174
00:03.5,0.244370595,-0.02358273
00:03.5,-0.217108488,-0.087128952
00:03.5,-0.666586101,-0.108356088
00:03.5,-0.946473837,0.033852652
00:03.5,-0.997942984,0.160087496
00:03.5,-0.888689101,0.057624515
00:03.5,-0.777684033,-0.015191122
00:03.5,-0.664423466,-0.058806449
00:03.5,-0.473579079,0.005003461
00:03.5,-0.168031424,0.057134647
00:03.5,0.104450576,0.056481715
00:03.5,0.199346185,-0.030817445
00:03.5,0.2529414,-0.069037803
00:03.5,0.400360078,-0.032774262
00:03.5,0.61510545,-0.011935453
00:03.5,0.688337266,0.047008011
00:03.5,0.642116308,0.078655474
00:03.5,0.630147159,0.156797513
00:03.5,0.581792593,0.070816331
00:03.5,0.443787694,-0.041871674
00:03.5,0.197381303,-0.039857097
00:03.5,-0.084739387,-0.151022866
00:03.5,-0.284258753,-0.109408632
00:03.5,-0.364748299,-0.034910928
00:03.5,-0.366813034,-0.004574436
00:03.5,-0.366537362,0.04541136
00:03.5,-0.374451131,0.021912511
00:03.5,-0.29294619,-0.031225633
00:03.5,-0.218677729,-0.043647047
00:03.5,-0.255455852,-0.042881493
00:03.5,-0.335339248,-0.073702961
00:03.5,-0.36247471,-0.039452236
00:03.5,-0.309149534,-0.021433355
00:03.5,-0.246453568,-0.068050638
00:03.5,-0.196824431,-0.099609099
00:03.5,-0.065933071,-0.014636112
00:03.5,0.110024497,0.058541525
00:03.5,0.24892652,0.126579389
00:03.5,0.346614897,0.309247494
00:03.5,0.362381518,0.286789775
00:03.5,0.345161527,0.016362024
00:03.5,0.345525652,-0.091357663
00:03.5,0.329841137,-0.044545379
00:03.5,0.319112241,-0.032392178
00:03.5,0.28977257,-0.028844427
00:03.5,0.33648029,0.009579502
00:03.5,0.531684279,-0.046191636
00:03.5,0.438393146,-0.046741672
00:03.5,0.209676504,-0.089016929
00:03.5,-0.055188932,-0.120560594
00:03.5,-0.333640963,-0.069537319
00:03.5,-0.597857118,-0.083328992
00:03.5,-0.787899435,-0.022341341
00:03.5,-0.848197818,0.088409349
00:03.5,-0.772631288,0.129355118
00:03.5,-0.609983265,0.086703852
00:03.5,-0.443966925,0.022524714
00:03.5,-0.300847024,-0.009159993
00:03.5,-0.164856911,-0.031495772
00:03.5,0.017398026,-0.068070084
00:03.5,0.146863148,-0.03311887
00:03.5,0.228548557,0.047406908
00:03.5,0.384736091,0.089937136
00:03.5,0.479877025,0.162441507
00:03.5,0.497541964,0.096994624
00:03.5,0.491992265,-0.084140509
00:03.6,0.435407013,-0.108772554
00:03.6,0.342456043,-0.043296508
00:03.6,0.261946529,0.031643953
00:03.6,0.156273916,0.038154352
00:03.6,0.166870818,0.068773523
00:03.6,0.338145047,0.003024842
00:03.6,0.461307079,-0.048866551
00:03.6,0.236756712,-0.029066112
00:03.6,-0.091405481,-0.065351024
00:03.6,-0.315929651,-0.105026647
00:03.6,-0.285015166,-0.061354596
00:03.6,-0.214960575,0.043645039
00:03.6,-0.27775538,0.042141952
00:03.6,-0.391137362,0.011019404
00:03.6,-0.50301218,-0.044470865
00:03.6,-0.552948296,-0.091374226
00:03.6,-0.50836885,-0.00680958
00:03.6,-0.429391056,0.047925469
00:03.6,-0.338476568,0.168511957
00:03.6,-0.233342499,0.164362296
00:03.6,-0.038965184,-0.002834077
00:03.6,0.087818839,-0.080501944
00:03.6,0.180746123,-0.019687075
00:03.6,0.275468916,-0.071839325
00:03.6,0.351867974,-0.093544543
00:03.6,0.357721448,-0.030877683
00:03.6,0.334054589,0.011148558
00:03.6,0.321923077,0.085953772
00:03.6,0.394381911,0.101475991
00:03.6,0.587188244,0.104843974
00:03.6,0.62673986,0.045286495
00:03.6,0.613341689,-0.016930295
00:03.6,0.496255994,-0.008193916
00:03.6,0.134014562,-0.04199107
00:03.6,-0.207060009,-0.093931057
00:03.6,-0.316969126,-0.160163179
00:03.6,-0.372485965,-0.079571933
00:03.6,-0.498705745,-0.045006081
00:03.6,-0.607115328,-0.157096907
00:03.6,-0.571728706,-0.127320066
00:03.6,-0.462430894,-0.011474743
00:03.6,-0.383053005,0.147244588
00:03.6,-0.377075702,0.168930426
00:03.6,-0.388209105,0.085145727
00:03.6,-0.339795113,-0.029759916
00:03.6,-0.114601195,0.012476738
00:03.6,0.139258593,0.070830807
00:03.6,0.213642016,0.092718616
00:03.6,0.215350375,0.066791117
00:03.6,0.180049151,0.00405081
00:03.6,0.186729759,-0.093653433
00:03.6,0.199134633,-0.032955915
00:03.6,0.26579681,0.092640959
00:03.6,0.244974911,0.133628473
00:03.6,0.183123261,0.059246752
00:03.6,0.144159451,0.054124787
00:03.6,0.138600186,-0.02554132
00:03.6,0.134059504,-0.134684369
00:03.6,0.200018778,-0.170099571
00:03.6,0.215098143,-0.182016462
00:03.6,0.189787477,-0.086611383
00:03.6,0.161044583,0.040365335
00:03.6,0.151945934,0.125836581
00:03.6,0.031725246,0.091890529
00:03.6,-0.124990679,-0.039952349
00:03.6,-0.177842379,-0.035979755
00:03.6,-0.255187333,-0.015975215
00:03.6,-0.315722346,0.043625534
00:03.6,-0.365932912,0.058989372
00:03.6,-0.311326683,0.027322879
00:03.6,-0.175460815,-0.017220844
00:03.6,0.022961261,0.023949932
00:03.6,0.121320873,0.037425891
00:03.6,0.014441334,0.054582782
00:03.6,-0.132143602,-0.013329363
00:03.6,-0.113467515,-0.02873417
00:03.6,-0.060652331,-0.019385707
00:03.6,0.090138949,-0.013472977
00:03.6,0.14359501,-0.032433979
00:03.6,-0.002755874,-0.109224848
00:03.6,-0.159334198,-0.101244852
00:03.6,-0.26544556,-0.116755664
00:03.6,-0.331610113,-0.062964529
00:03.6,-0.326387167,0.011629207
00:03.6,-0.124896593,0.038830113
00:03.6,0.114583783,0.128374904
00:03.6,0.226266906,0.237608433
00:03.6,0.248306051,0.185086995
00:03.6,0.229323268,0.067162544
00:03.6,0.292087406,-0.067962803
00:03.6,0.436121434,-0.107054308
00:03.6,0.562205851,0.011086593
00:03.6,0.568946183,0.116060734
00:03.6,0.565356076,0.063306108
00:03.6,0.466377914,0.011697837
00:03.6,0.215954185,-0.102175124
00:03.6,-0.015896408,-0.122146629
00:03.6,-0.195576712,-0.081564486
00:03.6,-0.286836147,-0.118388496
00:03.6,-0.358902633,-0.139474332
00:03.7,-0.405287683,-0.115771055
00:03.7,-0.262359321,-0.078424171
00:03.7,-0.130295888,-0.01676525
00:03.7,-0.248153508,0.023602892
00:03.7,-0.407041788,0.056430958
00:03.7,-0.455452174,0.054540295
00:03.7,-0.421411842,0.071460709
00:03.7,-0.36962074,0.070847563
00:03.7,-0.274387956,0.040949989
00:03.7,-0.129308552,0.022250544
00:03.7,0.023127092,0.056570347
00:03.7,0.123051509,0.088223442
00:03.7,0.119298682,0.145549923
00:03.7,0.079201564,0.113030136
00:03.7,0.114601582,0.067032278
00:03.7,0.250730604,0.073786579
00:03.7,0.402620584,0.066042967
00:03.7,0.376046121,-0.018289389
00:03.7,0.30970037,-0.075078197
00:03.7,0.216330692,-0.09604758
00:03.7,0.062392503,-0.132619008
00:03.7,-0.084820352,-0.120307364
00:03.7,-0.093431674,-0.055425126
00:03.7,0.006585769,-0.088715881
00:03.7,0.105504833,-0.039176404
00:03.7,0.085878402,0.043724578
00:03.7,-0.041752484,0.045234103
00:03.7,-0.125539199,-0.048351862
00:03.7,-0.088888243,-0.119448654
00:03.7,-0.074970908,-0.106180049
00:03.7,-0.13798219,-0.081170164
00:03.7,-0.169092327,0.061972611
00:03.7,-0.16672191,0.098598853
00:03.7,-0.105922639,0.074829623
00:03.7,-0.013100602,0.019954234
00:03.7,0.136309132,0.013427435
00:03.7,0.372577518,0.001166141
00:03.7,0.53763622,0.049179029
00:03.7,0.462656736,0.035255935
00:03.7,0.240782708,0.02456619
00:03.7,0.033967827,0.020954469
00:03.7,-0.120230235,-0.031959463
00:03.7,-0.210410058,-0.087495729
00:03.7,-0.29206422,-0.035644889
00:03.7,-0.394023597,0.041975737
00:03.7,-0.494617879,0.065382212
00:03.7,-0.543188632,0.048322398
00:03.7,-0.467560619,0.083437853
00:03.7,-0.346992761,0.119282223
00:03.7,-0.235069647,0.003085531
00:03.7,0.000492355,-0.079625078
00:03.7,0.332552284,-0.093426719
00:03.7,0.431815803,-0.080675386
00:03.7,0.415801674,-0.007081237
00:03.7,0.415484399,0.128530905
00:03.7,0.446427345,0.234548599
00:03.7,0.407205671,0.095123991
00:03.7,0.224348694,-0.09397421
00:03.7,0.010965621,-0.103456385
00:03.7,-0.145037919,-0.144412175
00:03.7,-0.282375455,-0.18576552
00:03.7,-0.316999227,-0.180967227
00:03.7,-0.250682294,-0.047460165
00:03.7,-0.076200537,0.03744052
00:03.7,0.087302648,0.067039803
00:03.7,0.045165308,0.059607618
00:03.7,-0.056768116,0.056454133
00:03.7,0.006885298,0.015338769
00:03.7,0.063091613,-0.103524208
00:03.7,0.023971751,-0.128102139
00:03.7,0.014727381,0.020808438
00:03.7,0.086889528,0.123828202
00:03.7,0.022233071,0.148020789
00:03.7,-0.093833566,0.133484036
00:03.7,-0.198542356,0.072428785
00:03.7,-0.279869318,0.027540758
00:03.7,-0.295464814,-0.008509479
00:03.7,-0.202470243,0.004197138
00:03.7,-0.074786671,-0.00836263
00:03.7,0.037821524,-0.039784759
00:03.7,0.14060159,-0.061684549
00:03.7,0.124400109,0.018770007
00:03.7,0.049488381,0.055849209
00:03.7,0.043745261,0.080154501
00:03.7,0.165709361,-0.005132217
00:03.7,0.290490746,-0.07837794
00:03.7,0.326289088,-0.051963795
00:03.7,0.331492841,0.015620022
00:03.7,0.361958236,0.039410342
00:03.7,0.386194855,0.038151149
00:03.7,0.366951019,-0.077340916
00:03.7,0.195810556,-0.211197242
00:03.7,-0.021426328,-0.194024697
00:03.7,-0.235617906,-0.128117055
00:03.7,-0.288867205,-0.040739823
00:03.7,-0.120473921,0.052944109
00:03.7,0.00766797,0.092683159
00:03.7,0.013603097,0.090599179
00:03.7,0.001148428,0.097988635
00:03.7,-0.290902525,0.073598422
