Time,Bicep,Wrist
00:11.4,-0.089045621,-0.084499873
00:11.4,-0.129421756,-0.046575312
00:11.4,-0.166708887,-0.002247926
00:11.4,-0.183338165,0.024492979
00:11.4,-0.183438003,0.042553846
00:11.4,-0.170814812,0.035515737
00:11.4,-0.148915395,0.035880715
00:11.4,-0.125271901,0.022554245
00:11.4,-0.095873646,0.033204515
00:11.4,-0.06353543,0.061700929
00:11.4,-0.030587785,0.102286786
00:11.4,0.03239819,0.145279482
00:11.4,0.108582288,0.112321757
00:11.5,0.18542552,0.03417572
00:11.5,0.240632147,-0.051978607
00:11.5,0.248154566,-0.058980349
00:11.5,0.236226648,-0.052282501
00:11.5,0.210320041,-0.082040571
00:11.5,0.175140485,-0.081279263
00:11.5,0.130190238,-0.056461383
00:11.5,0.07647986,-0.018404864
00:11.5,0.016016683,0.020168239
00:11.5,-0.021789107,0.015162747
00:11.5,-0.042846452,-0.016178496
00:11.5,-0.051940493,-0.002444993
00:11.5,-0.061830681,0.010829678
00:11.5,-0.084518991,0.004647826
00:11.5,-0.098993793,-0.008429033
00:11.5,-0.097344272,0.011354581
00:11.5,-0.093982935,0.026959989
00:11.5,-0.093339562,0.011447787
00:11.5,-0.093320966,0.004977833
00:11.5,-0.096971713,-0.00442552
00:11.5,-0.092267647,-0.037101179
00:11.5,-0.085991941,-0.040347129
00:11.5,-0.069007173,-0.011349079
00:11.5,-0.045777779,0.003673039
00:11.5,-0.024307534,0.013315749
00:11.5,-0.000635047,0.01869831
00:11.5,0.018217977,-0.010501673
00:11.5,0.03260478,-0.013329373
00:11.5,0.051863663,0.004894725
00:11.5,0.049667213,0.016456453
00:11.5,0.043125775,0.013805617
00:11.5,0.047584008,0.007029992
00:11.5,0.053443279,-0.015148952
00:11.5,0.050119311,-0.017708838
00:11.5,0.040901452,0.010095965
00:11.5,0.037341416,0.040461976
00:11.5,0.023641858,0.069170393
00:11.5,-0.004317375,0.088885434
00:11.5,-0.016124064,0.050877094
00:11.5,-0.016835179,0.011442602
00:11.5,-0.014970255,-0.016781561
00:11.5,-0.007026796,-0.049054671
00:11.5,-0.009385833,-0.04916067
00:11.5,-0.008737471,-0.060393557
00:11.5,-0.006164687,-0.067752838
00:11.5,0.015357449,-0.044378854
00:11.5,0.037420768,-0.043926783
00:11.5,0.043947548,-0.047896754
00:11.5,0.048731472,-0.035559945
00:11.5,0.037884124,-0.009246667
00:11.5,0.03124371,-0.007718584
00:11.5,0.027188668,0.014617077
00:11.5,0.033465806,0.070031904
00:11.5,0.031416915,0.086289212
00:11.5,0.023799045,0.031416938
00:11.5,0.008393561,0.004668539
00:11.5,-0.010801553,-0.002587555
00:11.5,-0.030751841,0.016153416
00:11.5,-0.044780433,0.030997232
00:11.5,-0.053584378,0.005934088
00:11.5,-0.062358849,-0.010091321
00:11.5,-0.065161705,-0.001198354
00:11.5,-0.072208397,0.039979517
00:11.5,-0.080254003,0.069790892
00:11.5,-0.082574442,-0.00044934
00:11.5,-0.088874601,-0.036246572
00:11.5,-0.077730209,-0.007237783
00:11.5,-0.05109081,0.000623621
00:11.5,-0.034170035,0.00817626
00:11.5,-0.019324554,-0.025586754
00:11.5,0.011539097,-0.072387584
00:11.5,0.049752153,-0.050536364
00:11.5,0.070945464,0.003027125
00:11.5,0.092709824,0.075653493
00:11.5,0.094065994,0.103266895
00:11.5,0.090735622,0.00111306
00:11.5,0.092686236,-0.090863332
00:11.5,0.083061047,-0.095800631
00:11.5,0.09287753,-0.077189021
00:11.5,0.089944005,-0.022395102
00:11.5,0.095927395,0.005331543
00:11.5,0.12309061,0.014132529
00:11.5,0.122913852,0.01053531
00:11.5,0.081498645,-0.000336511
00:11.5,0.016831534,-0.010097206
00:11.5,-0.025929783,-0.027003886
00:11.5,-0.056358494,-0.014979646
00:11.5,-0.107776776,0.009521173
00:11.5,-0.144244015,-0.005219449
00:11.5,-0.162420496,-0.024498431
00:11.5,-0.174912483,0.031669814
00:11.5,-0.189587712,0.079469077
00:11.5,-0.188323334,0.076722018
00:11.5,-0.174713835,0.060255919
00:11.5,-0.152051687,0.036041949
00:11.5,-0.127761588,0.00868885
00:11.5,-0.08434964,0.044225328
00:11.5,-0.062488761,-0.024324762
00:11.5,-0.058485497,-0.087549992
00:11.5,-0.028250076,-0.015633658
00:11.6,0.02114654,0.002907854
00:11.6,0.069616467,0.027385028
00:11.6,0.140056103,0.003719993
00:11.6,0.230035856,0.001840248
00:11.6,0.27682972,0.075936407
00:11.6,0.285346687,0.072470643
00:11.6,0.261594862,0.007407465
00:11.6,0.221097603,-0.080846593
00:11.6,0.179590687,-0.107446648
00:11.6,0.147123128,-0.047983564
00:11.6,0.124823771,0.014656281
00:11.6,0.090283096,0.015355893
00:11.6,0.058086235,0.013735886
00:11.6,0.041754566,-0.002771137
00:11.6,-0.018765815,-6.06E-05
00:11.6,-0.074937589,0.009648419
00:11.6,-0.105662145,0.009197168
00:11.6,-0.126649037,-0.019931968
00:11.6,-0.143489599,-0.06821692
00:11.6,-0.181962743,-0.069330856
00:11.6,-0.232853934,-0.040543649
00:11.6,-0.261722922,-0.026684009
00:11.6,-0.280167997,-0.018176196
00:11.6,-0.273326784,-0.0132596
00:11.6,-0.261015296,-0.015060571
00:11.6,-0.233360499,-0.011439175
00:11.6,-0.185820326,0.013441219
00:11.6,-0.122284546,0.026787374
00:11.6,-0.056183983,0.03623243
00:11.6,-0.00120771,0.055568676
00:11.6,0.065870851,0.069678903
00:11.6,0.148289502,0.06507723
00:11.6,0.205218449,0.084369652
00:11.6,0.248831719,0.124285951
00:11.6,0.304823935,0.095410697
00:11.6,0.342050314,0.01214038
00:11.6,0.346818298,0.005403241
00:11.6,0.331132144,-0.043845229
00:11.6,0.312952608,-0.092054814
00:11.6,0.285503328,-0.138846219
00:11.6,0.254480094,-0.102898188
00:11.6,0.196995109,0.021953389
00:11.6,0.084083505,0.046632145
00:11.6,-0.064350188,-0.041860089
00:11.6,-0.204203695,-0.079261333
00:11.6,-0.302849442,-0.04080705
00:11.6,-0.342467815,0.009887145
00:11.6,-0.343407065,0.036705278
00:11.6,-0.334589392,0.023812246
00:11.6,-0.311964422,-0.021373166
00:11.6,-0.283207655,-0.059552275
00:11.6,-0.235752001,-0.080220059
00:11.6,-0.195257261,-0.08711794
00:11.6,-0.172622815,-0.003101436
00:11.6,-0.11937958,0.084581092
00:11.6,-0.044988628,0.15242587
00:11.6,0.033043358,0.1778851
00:11.6,0.102672368,0.128104314
00:11.6,0.227835208,0.102002196
00:11.6,0.337964922,0.113387845
00:11.6,0.353800118,0.050852198
00:11.6,0.310788065,-0.007697225
00:11.6,0.231574371,-0.027705759
00:11.6,0.142929927,-0.147706792
00:11.6,0.112211235,-0.227093041
00:11.6,0.139902189,-0.173446849
00:11.6,0.171427324,-0.090234585
00:11.6,0.10101445,-0.039759945
00:11.6,-0.072393887,0.058490746
00:11.6,-0.230685532,0.078209512
00:11.6,-0.296366334,0.007059285
00:11.6,-0.242637888,-0.081969298
00:11.6,-0.220691621,-0.114675209
00:11.6,-0.297713578,-0.07705918
00:11.6,-0.392861336,-0.047712285
00:11.6,-0.395432323,-0.016086295
00:11.6,-0.254588008,0.046022508
00:11.6,-0.060899653,0.089686848
00:11.6,0.033796623,0.112853333
00:11.6,0.087432005,0.115682453
00:11.6,0.138254195,0.117813624
00:11.6,0.20460549,0.122212566
00:11.6,0.263952553,0.099012814
00:11.6,0.328964144,0.095227145
00:11.6,0.347587407,0.088603787
00:11.6,0.349706471,-0.05938255
00:11.6,0.421723902,-0.186285585
00:11.6,0.389751136,-0.215346545
00:11.6,0.277611047,-0.192767173
00:11.6,0.161789641,-0.138032302
00:11.6,0.05486453,-0.017279863
00:11.6,-0.066259988,0.146995306
00:11.6,-0.185979053,0.138213813
00:11.6,-0.270817369,0.040710382
00:11.6,-0.319967747,-0.053629335
00:11.6,-0.357518494,-0.056429256
00:11.6,-0.362602532,-0.029087624
00:11.6,-0.293643564,0.014733874
00:11.6,-0.226325035,0.04676874
00:11.6,-0.176046848,0.032466967
00:11.7,-0.084097967,0.044427313
00:11.7,0.022443956,0.043962013
00:11.7,0.008116479,0.062170431
00:11.7,-0.06472756,0.12502569
00:11.7,-0.031099996,0.122767076
00:11.7,0.088084549,0.011964283
00:11.7,0.248478085,-0.039525233
00:11.7,0.443864286,-0.081339844
00:11.7,0.570499957,-0.117203616
00:11.7,0.488493264,-0.091220304
00:11.7,0.319339097,-0.064426579
00:11.7,0.119986422,-0.101264283
00:11.7,-0.051793501,-0.127540261
00:11.7,-0.183286756,-0.076077789
00:11.7,-0.246093586,0.015102891
00:11.7,-0.236877292,0.162784204
00:11.7,-0.218012005,0.218119264
00:11.7,-0.273171633,0.142230511
00:11.7,-0.347516328,-0.026935097
00:11.7,-0.283841938,-0.130531952
00:11.7,-0.262768626,-0.120665699
00:11.7,-0.323724031,-0.027374931
00:11.7,-0.424256951,0.073232092
00:11.7,-0.385675132,0.074553847
00:11.7,-0.196313426,-0.048456237
00:11.7,0.010121907,-0.092740797
00:11.7,0.071820192,-0.079271242
00:11.7,0.17026481,-0.017139897
00:11.7,0.326609731,0.060640309
00:11.7,0.331683904,0.077813596
00:11.7,0.272036701,0.055511039
00:11.7,0.206758484,0.050614536
00:11.7,0.141758859,0.029251032
00:11.7,0.085782468,-0.04096422
00:11.7,0.079764538,-0.058271721
00:11.7,0.117424868,-0.067803755
00:11.7,0.132321462,-0.03502284
00:11.7,0.112417378,0.074893035
00:11.7,0.134080157,0.176498666
00:11.7,0.262181342,0.033577595
00:11.7,0.381885588,-0.094505176
00:11.7,0.493451864,-0.040042482
00:11.7,0.810450613,0.045497913
00:11.7,1.015387416,0.199865595
00:11.7,0.817919075,0.308150947
00:11.7,0.346547663,0.065639138
00:11.7,-0.129264072,-0.196596369
00:11.7,-0.576987445,-0.400776327
00:11.7,-0.910360456,-0.456854373
00:11.7,-1.117481589,-0.330796272
00:11.7,-1.18066442,-0.126611918
00:11.7,-1.153579116,0.096173719
00:11.7,-1.17010963,0.193783119
00:11.7,-1.114483356,0.195431471
00:11.7,-0.989100575,0.167514563
00:11.7,-0.882727206,0.131034195
00:11.7,-0.687390864,0.073084429
00:11.7,-0.329013854,0.024132375
00:11.7,0.066855177,0.020465402
00:11.7,0.388269812,0.031055339
00:11.7,0.770200372,0.080233879
00:11.7,1.25271368,0.11612007
00:11.7,1.535398602,0.062935747
00:11.7,1.608424664,-0.067862235
00:11.7,1.607088089,-0.037082445
00:11.7,1.75762105,0.125623584
00:11.7,1.81880331,0.133361548
00:11.7,1.514580607,-0.005576243
00:11.7,0.800717413,-0.114810549
00:11.7,0.101844855,-0.163792506
00:11.7,-0.480703056,-0.156324223
00:11.7,-0.976890326,-0.108629905
00:11.7,-1.351714969,-0.074934341
00:11.7,-1.606339931,-0.051686771
00:11.7,-1.702594638,-0.120985262
00:11.7,-1.637272716,-0.135930911
00:11.7,-1.506939769,-0.064996853
00:11.7,-1.363086343,0.017633656
00:11.7,-1.185180306,0.176329046
00:11.7,-0.897743583,0.284929603
00:11.7,-0.502987981,0.193184748
00:11.7,-0.092367813,-0.024292666
00:11.7,0.374539912,-0.164884463
00:11.7,0.843993008,-0.096347243
00:11.7,1.213508368,-0.012173282
00:11.7,1.49053061,0.114591196
00:11.7,1.508429527,0.357471377
00:11.7,1.311974406,0.242337644
00:11.7,1.051604033,-0.174233645
00:11.7,0.813721538,-0.284388483
00:11.7,0.557419598,-0.077899724
00:11.7,0.342563659,0.004940778
00:11.7,0.164185673,0.067405649
00:11.7,-0.048938345,0.003593357
00:11.7,-0.289715707,-0.078150272
00:11.7,-0.516688228,-0.059775889
00:11.7,-0.648699284,-0.101842374
00:11.7,-0.669135869,0.025553251
00:11.7,-0.666270852,0.08836326
00:11.7,-0.556840539,0.046908688
00:11.7,-0.421050996,-0.059625365
00:11.8,-0.307062149,-0.115153715
00:11.8,-0.265845656,-0.15087615
00:11.8,-0.295484215,-0.124400906
00:11.8,-0.213460639,-0.042419709
00:11.8,-0.151604012,0.040327448
00:11.8,-0.041703466,0.022187155
00:11.8,0.14330554,-0.033472907
00:11.8,0.325805515,-0.003402972
00:11.8,0.321839869,0.009739212
00:11.8,0.120362028,0.074264899
00:11.8,-0.023909777,0.078866236
00:11.8,0.121798985,0.077025138
00:11.8,0.193425477,0.173450232
00:11.8,0.005473713,0.314617157
00:11.8,-0.212375671,0.318674058
00:11.8,-0.345532149,0.153485537
00:11.8,-0.423410058,-0.00471178
00:11.8,-0.418284357,-0.0647958
00:11.8,-0.396266669,-0.072918385
00:11.8,-0.238152578,-0.061702151
00:11.8,0.074705258,-0.021569394
00:11.8,0.204992786,-0.173287854
00:11.8,0.242810011,-0.194303751
00:11.8,0.411621839,-0.193937331
00:11.8,0.650325894,-0.204877347
00:11.8,0.643434584,-0.084774479
00:11.8,0.443174839,-0.063857839
00:11.8,0.248297706,-0.175709099
00:11.8,0.168502137,-0.181508094
00:11.8,0.140662044,-0.025103258
00:11.8,0.112889111,0.110186979
00:11.8,0.089508668,0.139303103
00:11.8,0.04168351,0.144434497
00:11.8,-0.018621458,0.289459765
00:11.8,-0.019606464,0.302162081
00:11.8,0.099675424,0.13048321
00:11.8,0.145030394,0.029368948
00:11.8,0.0708123,-0.033851199
00:11.8,0.084218986,-0.00564419
00:11.8,0.124861173,0.111359671
00:11.8,0.090207361,0.162974581
00:11.8,-0.035051137,0.037702795
00:11.8,-0.134316713,0.020097582
00:11.8,-0.20884636,0.059907824
00:11.8,-0.126314834,0.080537774
00:11.8,0.15681082,0.023171687
00:11.8,0.216267794,-0.06891422
00:11.8,-0.02709559,-0.160491526
00:11.8,-0.502105653,-0.264533192
00:11.8,-0.901158273,-0.341545045
00:11.8,-1.068497062,-0.296955973
00:11.8,-1.069503188,-0.079646885
00:11.8,-0.948866963,0.207280189
00:11.8,-0.758703649,0.387972564
00:11.8,-0.525279522,0.138264954
00:11.8,-0.333536595,-0.188717976
00:11.8,-0.189038247,-0.406373322
00:11.8,0.019136081,-0.483314365
00:11.8,0.278823406,-0.26835537
00:11.8,0.489464283,0.127989769
00:11.8,0.724972427,0.125101209
00:11.8,1.011111856,-0.010381532
00:11.8,1.2024225,-0.01270654
00:11.8,1.228295207,0.000313678
00:11.8,1.170555115,0.05358097
00:11.8,1.072754145,0.086447187
00:11.8,0.893690407,0.058721274
00:11.8,0.64366293,0.014145474
00:11.8,0.418308049,-0.000634753
00:11.8,0.204750657,-0.031137601
00:11.8,0.027906733,0.012913028
00:11.8,-0.120396912,0.130244285
00:11.8,-0.402156413,0.11967507
00:11.8,-0.788621843,0.115676165
00:11.8,-1.072823286,0.213110983
00:11.8,-1.226678133,0.213508427
00:11.8,-1.210144758,0.20530425
00:11.8,-1.088943601,0.117968239
00:11.8,-0.921915889,0.019311612
00:11.8,-0.705569983,-0.033601049
00:11.8,-0.488935858,-0.04058522
00:11.8,-0.174598768,-0.005483743
00:11.8,0.288847774,0.051756762
00:11.8,0.497500956,0.026784224
00:11.8,0.595355868,0.006566559
00:11.8,0.803523958,-0.02750635
00:11.8,0.716142416,-0.120868787
00:11.8,0.514502645,-0.263373345
00:11.8,0.393056303,-0.241170779
00:11.8,0.366189182,-0.121704824
00:11.8,0.353771329,0.016962342
00:11.8,0.224922776,0.078961194
00:11.8,-0.012474617,0.065359704
00:11.8,-0.381141454,0.005998619
00:11.8,-0.659093916,-0.053723987
00:11.8,-0.768309176,-0.062885761
00:11.8,-0.799184918,-0.075192615
00:11.8,-0.767977297,-0.064798288
00:11.8,-0.604817212,-0.009068377
00:11.8,-0.378631443,0.016129961
00:11.9,-0.175393522,0.0831009
00:11.9,0.019087067,0.052492056
00:11.9,0.234100074,-0.071278483
00:11.9,0.451418787,-0.056491215
00:11.9,0.647536039,0.136448488
00:11.9,0.815771282,0.204761639
00:11.9,0.960500658,0.223975211
00:11.9,1.007668257,0.181504831
00:11.9,1.004078507,0.075516514
00:11.9,0.950568736,0.019126236
00:11.9,0.851826429,0.001678693
00:11.9,0.639143288,-0.219066933
00:11.9,0.367739201,-0.376429766
00:11.9,0.075186647,-0.288484931
00:11.9,-0.147430316,-0.166377366
00:11.9,-0.25666824,-0.027207544
00:11.9,-0.350680768,0.160022572
00:11.9,-0.529434383,0.130204052
00:11.9,-0.781013608,0.009298324
00:11.9,-0.940122545,-0.040142916
00:11.9,-0.98262918,-0.049748775
00:11.9,-0.965241432,0.078516789
00:11.9,-0.97187829,0.104379043
00:11.9,-0.943278849,0.068656422
00:11.9,-0.886060059,0.078144066
00:11.9,-0.824539542,0.05522158
00:11.9,-0.680019677,0.071866699
00:11.9,-0.444303721,0.110096708
00:11.9,-0.243790269,0.093819059
00:11.9,-0.034124173,0.03966308
00:11.9,0.24407953,-0.047137607
00:11.9,0.523285151,-0.168267936
00:11.9,0.740190804,-0.208209157
00:11.9,0.983363688,-0.116348989
00:11.9,1.197613239,0.013654125
00:11.9,1.298697829,0.079308905
00:11.9,1.296313286,0.049671371
00:11.9,1.208790421,-0.000395327
00:11.9,1.117401958,0.026454978
00:11.9,1.130289316,0.003602782
00:11.9,0.922870874,-0.0431851
00:11.9,0.523975551,-0.095406078
00:11.9,0.030941963,-0.07792253
00:11.9,-0.298836261,0.071148477
00:11.9,-0.590946317,0.071875423
00:11.9,-0.970266879,0.007899827
00:11.9,-1.396626472,-0.000551673
00:11.9,-1.615383744,0.016730811
00:11.9,-1.726560712,-0.005677786
00:11.9,-1.739524007,-0.0591885
00:11.9,-1.568463922,-0.112691835
00:11.9,-1.236106873,-0.070390411
00:11.9,-0.903354943,-0.007978277
00:11.9,-0.60030061,0.048106097
00:11.9,-0.211823657,0.157525465
00:11.9,0.235052466,0.225215569
00:11.9,0.694796085,0.003503263
00:11.9,1.17212534,-0.111609332
00:11.9,1.526946783,-0.194746971
00:11.9,1.62490809,-0.203636035
00:11.9,1.573853493,-0.029334137
00:11.9,1.425137162,0.183921337
00:11.9,1.205867648,0.453465909
00:11.9,0.976242244,0.298103958
00:11.9,0.892145693,-0.026768005
00:11.9,0.812440813,-0.108994618
00:11.9,0.534530461,-0.079515748
00:11.9,0.02691243,0.020672191
00:11.9,-0.380830228,0.1052946
00:11.9,-0.763493061,0.068222009
00:11.9,-1.158841491,-0.170936063
00:11.9,-1.44398582,-0.385205328
00:11.9,-1.52178359,-0.336734653
00:11.9,-1.389093995,-0.158811092
00:11.9,-1.147983909,-0.031394176
00:11.9,-0.876823664,0.095023438
00:11.9,-0.646613717,0.119384192
00:11.9,-0.38311407,0.042288326
00:11.9,0.073767722,-0.027566027
00:11.9,0.472266346,-0.032479476
00:11.9,0.676175952,0.039210096
00:11.9,0.687898755,0.016953433
00:11.9,0.627993405,0.042212915
00:11.9,0.710707068,0.165467054
00:11.9,0.775187671,0.16564022
00:11.9,0.71431005,0.092908502
00:11.9,0.514126897,0.052294593
00:11.9,0.26998347,0.069761015
00:11.9,0.07368318,0.043923795
00:11.9,-0.123375162,0.024327712
00:11.9,-0.316854447,0.014066831
00:11.9,-0.43009612,-0.128755525
00:11.9,-0.443911254,-0.257944256
00:11.9,-0.399518669,-0.203065559
00:11.9,-0.354257077,-0.10495849
00:11.9,-0.321081668,0.182357758
00:11.9,-0.213039622,0.266804755
00:11.9,-0.083235294,0.104544111
00:11.9,-0.003372971,-0.025597341
00:11.9,0.044316303,-0.173631936
00:12.0,0.144424632,-0.214419663
00:12.0,0.324626207,-0.125072122
00:12.0,0.462402642,0.006370057
00:12.0,0.45767495,0.098366834
00:12.0,0.373396546,0.228556827
00:12.0,0.220016658,0.121606983
00:12.0,0.038631123,-0.032915276
00:12.0,-0.131953463,-0.10408818
00:12.0,-0.275632113,-0.08097294
00:12.0,-0.34708333,0.038977873
00:12.0,-0.346155614,0.077233002
00:12.0,-0.269919038,-0.019325634
00:12.0,-0.208939254,-0.073156603
00:12.0,-0.186427444,-0.032555599
00:12.0,-0.204293013,0.040208258
00:12.0,-0.201554283,0.03621985
00:12.0,-0.12923339,-0.019225799
00:12.0,0.040057305,-0.065139979
00:12.0,0.267496407,-0.060011126
00:12.0,0.395843148,-0.050106362
00:12.0,0.402938575,-0.010522728
00:12.0,0.303430319,0.057394739
00:12.0,0.197192952,0.10466776
00:12.0,0.146964788,0.053339023
00:12.0,0.307281375,-0.018566143
00:12.0,0.599390447,-0.05169937
00:12.0,0.565701187,0.014026538
00:12.0,0.340193033,0.044691324
00:12.0,0.006390157,-0.034315314
00:12.0,-0.388698161,-0.002896567
00:12.0,-0.738409758,-0.094578966
00:12.0,-0.8780846,-0.144633427
00:12.0,-0.763450146,-0.158238441
00:12.0,-0.453397006,-0.016277229
00:12.0,-0.398228228,0.14161171
00:12.0,-0.546476424,0.141645908
00:12.0,-0.658398926,0.07940755
00:12.0,-0.633476317,0.086574726
00:12.0,-0.377486974,0.156711251
00:12.0,0.224119693,0.055681352
00:12.0,0.943294942,-0.007673578
00:12.0,0.985318184,-0.020156784
00:12.0,0.509400785,-0.018295603
00:12.0,0.232220635,-0.052498873
00:12.0,0.192464605,-0.114076637
00:12.0,0.129159734,-0.113908023
00:12.0,0.051176645,-0.01190457
00:12.0,0.028778095,0.152404875
00:12.0,-0.01607094,0.199545622
0:00:12,-0.150781602,0.217344761
00:12.0,-0.26357013,0.091690257
00:12.0,-0.201482639,0.004153927
00:12.0,0.14401266,-0.075284392
00:12.0,0.782576799,-0.254001886
00:12.0,0.938425004,-0.206147522
00:12.0,0.692087829,-0.115491018
00:12.0,0.470766455,-0.023075256
00:12.0,0.432586223,0.004486245
00:12.0,0.532665789,0.128660113
00:12.0,0.36733979,0.071092248
00:12.0,0.00165942,-0.003887823
00:12.0,-0.39932549,-0.0873302
00:12.0,-0.788769364,-0.136094645
00:12.0,-1.048376918,-0.144051298
00:12.0,-1.166756749,-0.142139107
00:12.0,-1.1065979,-0.100826576
00:12.0,-0.851724923,-0.014958591
00:12.0,-0.492472798,0.073325701
00:12.0,-0.204689696,0.253127337
00:12.0,0.085982122,0.353542119
00:12.0,0.273333907,0.17728816
00:12.0,0.370577633,0.02405674
00:12.0,0.54866606,0.036469873
00:12.0,0.830417275,0.040767591
00:12.0,0.746649444,-0.032742277
00:12.0,0.405903667,-0.151649311
00:12.0,0.169523835,-0.183149964
00:12.0,0.059441723,-0.156185433
00:12.0,-0.063909948,-0.196648568
00:12.0,-0.171143487,-0.151138395
00:12.0,-0.338098526,-0.050323829
00:12.0,-0.491515696,0.045143008
00:12.0,-0.563062489,0.200274125
00:12.0,-0.503411293,0.196891874
00:12.0,-0.35250029,0.103520796
00:12.0,-0.21147579,0.114166491
00:12.0,-0.084682323,0.051628213
00:12.0,0.100962579,-0.041949924
00:12.0,0.243764952,-0.016119344
00:12.0,0.296790034,-0.013513033
00:12.0,0.34569791,0.055202331
00:12.0,0.308051646,0.184100538
00:12.0,0.239756525,0.044934183
00:12.0,0.236428976,-0.179440573
00:12.0,0.305763543,-0.06719511
00:12.0,0.359852672,0.125029102
00:12.0,0.363214374,0.056474458
00:12.0,0.347473651,-0.081320032
00:12.0,0.306666315,-0.149996325
00:12.0,0.217241824,-0.141737774
00:12.1,0.092429101,-0.116703033
00:12.1,-0.023744959,-0.077549048
00:12.1,-0.076832131,0.061842732
00:12.1,-0.065271527,0.083969481
00:12.1,-0.096776947,0.036000792
00:12.1,-0.219367728,0.020613724
00:12.1,-0.363050789,-0.00505906
00:12.1,-0.427363127,-0.061469991
00:12.1,-0.343365937,-0.090523131
00:12.1,-0.373510689,-0.07213328
00:12.1,-0.483809531,-0.074428521
00:12.1,-0.55059588,-0.074465528
00:12.1,-0.491890967,-0.04047858
00:12.1,-0.286951065,0.030092258
00:12.1,-0.188832864,0.125680432
00:12.1,-0.191586956,0.217765868
00:12.1,-0.197432414,0.064300746
00:12.1,-0.04776128,0.0241186
00:12.1,0.302792579,0.127872556
00:12.1,0.720667422,0.080460183
00:12.1,0.973661602,-0.04288077
00:12.1,0.720326424,-0.093948252
00:12.1,0.220033631,-0.028180387
00:12.1,-0.148456693,0.031821493
00:12.1,-0.388779938,0.131635711
00:12.1,-0.488737285,0.168950588
00:12.1,-0.451599509,0.050446339
00:12.1,-0.358648181,-0.037503324
00:12.1,-0.131174326,-0.148093268
00:12.1,0.12105754,-0.185035139
00:12.1,0.106401064,-0.149087369
00:12.1,0.081951283,-0.172696471
00:12.1,0.178949818,-0.125286549
00:12.1,0.362467676,-0.03676888
00:12.1,0.480055302,-0.024049578
00:12.1,0.54535085,-0.053537864
00:12.1,0.610191464,-0.069242977
00:12.1,0.575167358,-0.020052437
00:12.1,0.696843147,0.1277996
00:12.1,1.062016487,0.308125049
00:12.1,0.842322409,0.376647234
00:12.1,0.024171028,0.253972381
00:12.1,-0.670871913,0.115618534
00:12.1,-0.910955131,-0.044450864
00:12.1,-0.887640774,-0.078353032
00:12.1,-0.950864136,-0.018286513
00:12.1,-1.036555648,-0.089743689
00:12.1,-0.994164228,-0.337213755
00:12.1,-0.720361352,-0.263473213
00:12.1,-0.381098151,-0.086014874
00:12.1,-0.266318738,-0.060812451
00:12.1,-0.230249807,0.06258446
00:12.1,-0.096643776,0.095852755
00:12.1,0.245228142,0.079053864
00:12.1,0.495555282,0.094888575
00:12.1,0.556215703,0.06098884
00:12.1,0.570624828,-0.010013685
00:12.1,0.491101384,0.005587634
00:12.1,0.368953586,0.009983486
00:12.1,0.253906518,-0.042198543
00:12.1,0.26185587,-0.070083767
00:12.1,0.286828399,0.014209425
00:12.1,0.24411948,0.011829272
00:12.1,0.17775774,-0.083597288
00:12.1,0.153168216,-0.029415792
00:12.1,0.121791884,0.076057784
00:12.1,0.072749585,0.108686492
00:12.1,0.086475052,0.222184941
00:12.1,0.206230596,0.184090957
00:12.1,0.4159621,-0.026429066
00:12.1,0.386264592,-0.202840522
00:12.1,-0.017972793,-0.1391422
00:12.1,-0.424927533,-0.062453113
00:12.1,-0.682192981,-0.01514967
00:12.1,-0.764184296,-0.132856011
00:12.1,-0.785306215,-0.191442147
00:12.1,-0.752701819,0.048917655
00:12.1,-0.545517504,0.065572694
00:12.1,-0.188082799,-0.029619399
00:12.1,0.085800536,0.008258955
00:12.1,-0.117618799,0.083915584
00:12.1,-0.381032228,0.112403691
00:12.1,-0.471867174,0.143941626
00:12.1,-0.369152009,0.20837082
00:12.1,-0.127426773,0.078517132
00:12.1,0.168910027,-0.1329588
00:12.1,0.44609797,-0.199630305
00:12.1,0.679169178,-0.102388479
00:12.1,0.763722777,0.007166968
00:12.1,0.629500747,0.105510786
00:12.1,0.428527743,0.177913278
00:12.1,0.333238542,0.069041088
00:12.1,0.346505374,-0.066000022
00:12.1,0.312366247,-0.088151373
00:12.1,0.251718462,-0.168089122
00:12.1,0.220442608,-0.104127586
00:12.1,0.174216002,-0.005725374
00:12.1,0.16373305,0.03808789
00:12.1,0.163083509,0.115815111
00:12.2,0.08835382,0.107464552
00:12.2,-0.077404276,0.086035021
00:12.2,-0.14645955,-0.054568026
00:12.2,-0.078832701,-0.228062704
00:12.2,0.060932755,-0.278034538
00:12.2,0.202809155,-0.127999589
00:12.2,0.25265488,0.021132914
00:12.2,0.298890948,0.125329658
00:12.2,0.1847945,0.169187233
00:12.2,-0.344151318,0.040633928
00:12.2,-0.795735359,-0.039080787
00:12.2,-1.008354545,-0.027581789
00:12.2,-1.18254745,0.034645911
00:12.2,-1.302156329,0.077302195
00:12.2,-1.310159802,0.080939308
00:12.2,-1.251797915,0.032556158
00:12.2,-1.097497821,0.054617703
00:12.2,-0.847559333,0.112456575
00:12.2,-0.530909836,0.203227252
00:12.2,-0.134428099,0.057108376
00:12.2,0.39597863,-0.132424116
00:12.2,0.957992613,-0.18270348
00:12.2,1.384293079,-0.087657616
00:12.2,1.618197918,0.11106769
