Time,Finger_Flexor,Force
00:00.2,-0.010402252,2.974949121
00:00.2,-0.019127777,2.974949121
00:00.2,-0.027440142,2.974949121
00:00.2,-0.020899342,2.974949121
00:00.2,-0.009957395,2.974949121
00:00.2,-0.005988235,2.974949121
00:00.2,-0.001947569,2.760815144
00:00.2,0.001938239,2.760815144
00:00.2,0.014435128,2.760815144
00:00.2,0.017599592,2.760815144
00:00.2,0.019132636,3.189083338
00:00.2,0.014900351,3.189083338
00:00.2,0.016344031,3.189083338
00:00.2,0.016496249,3.189083338
00:00.2,0.024612665,2.974949121
00:00.2,0.023152214,2.974949121
00:00.2,0.015665978,2.974949121
00:00.2,0.004938199,2.974949121
00:00.2,-0.002439514,2.974949121
00:00.2,-0.016056944,2.974949121
00:00.2,-0.014197526,2.974949121
00:00.2,-0.007343951,2.974949121
00:00.2,-0.002420896,2.974949121
00:00.2,0.005397055,2.974949121
00:00.2,0.009750991,2.974949121
00:00.2,0.015943289,2.974949121
00:00.2,0.00906846,2.974949121
00:00.2,0.003622563,2.974949121
00:00.2,-0.000547114,2.974949121
00:00.2,-0.003593416,2.974949121
00:00.2,-0.00119599,2.974949121
00:00.2,-0.004643889,2.974949121
00:00.2,-0.006847696,2.974949121
00:00.2,-0.012496739,2.974949121
00:00.2,-0.015120742,2.974949121
00:00.2,-0.024402838,2.974949121
00:00.2,-0.027635435,2.974949121
00:00.2,-0.030942315,2.974949121
00:00.2,-0.029040407,2.974949121
00:00.2,-0.028104931,2.974949121
00:00.3,-0.02733301,2.974949121
00:00.3,-0.017260469,2.974949121
00:00.3,0.002480891,2.974949121
00:00.3,0.01758761,2.974949121
00:00.3,0.023999298,2.974949121
00:00.3,0.028846411,2.974949121
00:00.3,0.032059655,3.189083338
00:00.3,0.042610973,3.189083338
00:00.3,0.051734678,3.189083338
00:00.3,0.040624533,3.189083338
00:00.3,0.013113205,2.974949121
00:00.3,-0.008777311,2.974949121
00:00.3,-0.002870831,2.974949121
00:00.3,0.006058506,2.974949121
00:00.3,0.015909063,2.974949121
00:00.3,0.020702798,2.974949121
00:00.3,0.017157702,2.974949121
00:00.3,0.012982031,2.974949121
00:00.3,0.01297852,3.189083338
00:00.3,0.015224355,3.189083338
00:00.3,0.004888511,3.189083338
00:00.3,-0.007953226,3.189083338
00:00.3,-0.025696075,2.760815144
00:00.3,-0.022287583,2.760815144
00:00.3,0.002862291,2.760815144
00:00.3,0.016557984,2.760815144
00:00.3,0.012772554,2.974949121
00:00.3,-0.010582983,2.974949121
00:00.3,-0.030378649,2.974949121
00:00.3,-0.028054735,2.974949121
00:00.3,-0.025546346,2.974949121
00:00.3,-0.031797618,2.974949121
00:00.3,-0.037965264,2.974949121
00:00.3,-0.038540754,2.974949121
00:00.3,-0.035083551,2.974949121
00:00.3,-0.01550065,2.974949121
00:00.3,0.012508524,2.974949121
00:00.3,0.029709643,2.974949121
00:00.3,0.042955142,2.974949121
00:00.3,0.047626089,2.974949121
00:00.3,0.041557863,2.974949121
00:00.3,0.024420334,2.974949121
00:00.3,0.001662563,2.974949121
00:00.3,-0.000243968,2.974949121
00:00.3,-0.016148817,2.974949121
00:00.3,-0.034566864,2.974949121
00:00.3,-0.039050218,2.974949121
00:00.3,-0.038584091,2.974949121
00:00.3,-0.030119959,2.974949121
00:00.3,-0.017057298,2.974949121
00:00.3,0.006911217,2.974949121
00:00.3,0.021997575,2.974949121
00:00.3,0.025637578,2.974949121
00:00.3,0.021682709,2.974949121
00:00.3,0.017660003,2.974949121
00:00.3,0.013733845,2.974949121
00:00.3,0.005561536,2.974949121
00:00.3,-0.00456053,2.974949121
00:00.3,-0.014922787,2.760815144
00:00.3,-0.015370561,2.760815144
00:00.3,-0.013977963,2.760815144
00:00.3,-0.015842097,2.760815144
00:00.3,-0.019274533,2.974949121
00:00.3,-0.01857074,2.974949121
00:00.3,-0.015077311,2.974949121
00:00.3,-0.014365215,2.974949121
00:00.3,-0.010641055,2.974949121
00:00.3,-0.005143748,2.974949121
00:00.3,0.010089392,2.974949121
00:00.3,0.020964729,2.974949121
00:00.3,0.032518182,2.974949121
00:00.3,0.038641669,2.974949121
00:00.3,0.035972048,2.974949121
00:00.3,0.032178469,2.974949121
00:00.3,0.032059621,3.189083338
00:00.3,0.020303842,3.189083338
00:00.3,0.006612226,3.189083338
00:00.3,-0.007222564,3.189083338
00:00.3,-0.006495969,2.760815144
00:00.3,-0.005883517,2.760815144
00:00.3,-0.000923881,2.760815144
00:00.3,-0.00275557,2.760815144
00:00.3,-0.013077718,2.974949121
00:00.3,-0.014143222,2.974949121
00:00.3,-0.009325556,2.974949121
00:00.3,-0.00126001,2.974949121
00:00.3,0.003582582,2.760815144
00:00.3,0.005943703,2.760815144
00:00.3,0.001989611,2.760815144
00:00.3,0.007874125,2.760815144
00:00.3,0.019088317,3.189083338
00:00.3,0.027771644,3.189083338
00:00.3,0.029211244,3.189083338
00:00.3,0.021126499,3.189083338
00:00.3,0.011996654,2.974949121
00:00.3,-0.001745625,2.974949121
00:00.3,-0.012748365,2.974949121
00:00.3,-0.021084093,2.974949121
00:00.3,-0.035848625,3.189083338
00:00.3,-0.043914594,3.189083338
00:00.4,-0.037716061,3.189083338
00:00.4,-0.02288634,3.189083338
00:00.4,-0.012741507,2.974949121
00:00.4,-0.001698837,2.974949121
00:00.4,0.004488583,2.974949121
00:00.4,0.016069559,2.974949121
00:00.4,0.020773239,2.974949121
00:00.4,0.020580688,2.974949121
00:00.4,0.012647845,2.974949121
00:00.4,-0.003984271,2.974949121
00:00.4,-0.024439469,2.974949121
00:00.4,-0.040643379,2.974949121
00:00.4,-0.043325499,2.974949121
00:00.4,-0.045835145,2.974949121
00:00.4,-0.03837594,2.974949121
00:00.4,-0.020381771,2.974949121
00:00.4,-0.006067135,2.974949121
00:00.4,0.000510693,2.974949121
00:00.4,0.010891167,2.974949121
00:00.4,0.018224485,2.974949121
00:00.4,0.022958625,2.974949121
00:00.4,0.021043766,2.974949121
00:00.4,0.015073313,2.974949121
00:00.4,0.020465806,2.974949121
00:00.4,0.023179509,2.974949121
00:00.4,0.023763899,2.974949121
00:00.4,0.018241642,2.974949121
00:00.4,0.009251121,2.974949121
00:00.4,0.003288521,2.974949121
00:00.4,-0.000347338,2.974949121
00:00.4,-0.011186675,2.974949121
00:00.4,-0.011902265,2.974949121
00:00.4,-0.010678797,2.974949121
00:00.4,-0.00374875,2.974949121
00:00.4,0.006124495,2.974949121
00:00.4,0.012388497,2.974949121
00:00.4,0.015742291,2.974949121
00:00.4,0.025754934,2.974949121
00:00.4,0.029638411,3.189083338
00:00.4,0.02899315,3.189083338
00:00.4,0.025178419,3.189083338
00:00.4,0.019329723,3.189083338
00:00.4,0.00790579,2.974949121
00:00.4,-0.0106212,2.974949121
00:00.4,-0.022891423,2.974949121
00:00.4,-0.030066935,2.974949121
00:00.4,-0.042130582,2.974949121
00:00.4,-0.042190883,2.974949121
00:00.4,-0.034372885,2.974949121
00:00.4,-0.021961614,2.974949121
00:00.4,-0.011979218,2.974949121
00:00.4,0.000329325,2.974949121
00:00.4,0.008560304,2.974949121
00:00.4,0.013523862,2.974949121
00:00.4,0.011457219,2.974949121
00:00.4,0.009645464,2.974949121
00:00.4,0.012527287,2.974949121
00:00.4,0.008932714,2.974949121
00:00.4,0.010539342,2.974949121
00:00.4,0.00609893,2.974949121
00:00.4,-0.001725283,2.974949121
00:00.4,-0.006433422,2.974949121
00:00.4,-0.013209627,2.974949121
00:00.4,-0.011522064,2.974949121
00:00.4,-0.013587725,2.974949121
00:00.4,-0.017549612,2.974949121
00:00.4,-0.013095029,2.974949121
00:00.4,-0.003662351,2.974949121
00:00.4,0.008089289,2.974949121
00:00.4,0.006758585,2.974949121
00:00.4,0.01541362,2.974949121
00:00.4,0.029239774,2.974949121
00:00.4,0.035689395,2.974949121
00:00.4,0.036581721,2.974949121
00:00.4,0.033473857,2.974949121
00:00.4,0.023207637,2.974949121
00:00.4,0.009070887,2.974949121
00:00.4,-0.010883912,2.974949121
00:00.4,-0.023648942,2.974949121
00:00.4,-0.026206058,2.974949121
00:00.4,-0.030974755,2.974949121
00:00.4,-0.027364815,2.974949121
00:00.4,-0.032029822,2.974949121
00:00.4,-0.018541459,2.974949121
00:00.4,-0.008301379,2.974949121
00:00.4,0.003674211,2.974949121
00:00.4,0.011174735,2.974949121
00:00.4,0.015170348,2.974949121
00:00.4,0.012027832,2.974949121
00:00.4,0.013605201,2.974949121
00:00.4,0.017746536,2.974949121
00:00.4,0.018365767,2.974949121
00:00.4,0.012034173,2.974949121
00:00.4,-0.002654284,2.974949121
00:00.4,-0.012210985,2.974949121
00:00.4,-0.017664667,2.974949121
00:00.4,-0.024391972,2.974949121
00:00.4,-0.026509741,2.974949121
00:00.4,-0.025253585,2.974949121
00:00.4,-0.02166887,2.974949121
00:00.5,-0.01215419,2.974949121
00:00.5,0.000381097,2.974949121
00:00.5,0.013731221,2.974949121
00:00.5,0.021821409,2.974949121
00:00.5,0.021285355,2.974949121
00:00.5,0.019762784,2.974949121
00:00.5,0.013063484,2.974949121
00:00.5,0.012575427,2.974949121
00:00.5,0.011279501,2.974949121
00:00.5,0.000496464,2.974949121
00:00.5,-0.006207178,2.974949121
00:00.5,-0.014232535,2.974949121
00:00.5,-0.01770064,2.974949121
00:00.5,-0.013365502,2.974949121
00:00.5,-0.01339464,2.760815144
00:00.5,-0.011401736,2.760815144
00:00.5,-0.008152733,2.760815144
00:00.5,0.0046816,2.760815144
00:00.5,0.017751917,2.974949121
00:00.5,0.025144126,2.974949121
00:00.5,0.023632834,2.974949121
00:00.5,0.020978596,2.974949121
00:00.5,0.0220342,2.760815144
00:00.5,0.024925921,2.760815144
00:00.5,0.019342531,2.760815144
00:00.5,0.013207748,2.760815144
00:00.5,-0.006410416,2.974949121
00:00.5,-0.019124417,2.974949121
00:00.5,-0.01739029,2.974949121
00:00.5,-0.024718322,2.974949121
00:00.5,-0.036653724,2.974949121
00:00.5,-0.031993438,2.974949121
00:00.5,-0.026122296,2.974949121
00:00.5,-0.010705973,2.974949121
00:00.5,-0.004046854,2.974949121
00:00.5,0.010204713,2.974949121
00:00.5,0.018807713,2.974949121
00:00.5,0.01852263,2.974949121
00:00.5,0.021560457,2.974949121
00:00.5,0.017136369,2.974949121
00:00.5,0.008311164,2.974949121
00:00.5,0.006391745,2.974949121
00:00.5,0.004272217,2.974949121
00:00.5,-0.002345152,2.974949121
00:00.5,-0.011126133,2.974949121
00:00.5,-0.01585863,2.974949121
00:00.5,-0.0219757,2.760815144
00:00.5,-0.019157967,2.760815144
00:00.5,-0.019800875,2.760815144
00:00.5,-0.017723396,2.760815144
00:00.5,-0.009402676,2.760815144
00:00.5,0.002188636,2.760815144
00:00.5,0.014794169,2.760815144
00:00.5,0.02229899,2.760815144
00:00.5,0.030247165,2.974949121
00:00.5,0.028439123,2.974949121
00:00.5,0.033865355,2.974949121
00:00.5,0.03379729,2.974949121
00:00.5,0.025390582,2.974949121
00:00.5,0.007732638,2.974949121
00:00.5,-0.014221494,2.974949121
00:00.5,-0.023356192,2.974949121
00:00.5,-0.023634914,2.974949121
00:00.5,-0.022709101,2.974949121
00:00.5,-0.025346555,2.974949121
00:00.5,-0.025140122,2.974949121
00:00.5,-0.022879556,2.974949121
00:00.5,-0.010293798,2.974949121
00:00.5,-0.001286407,2.974949121
00:00.5,0.00480035,2.974949121
00:00.5,0.008545143,2.974949121
00:00.5,0.014924151,2.974949121
00:00.5,0.022173628,2.974949121
00:00.5,0.020082358,2.974949121
00:00.5,0.012195673,2.760815144
00:00.5,0.005753417,2.760815144
00:00.5,-0.003818046,2.760815144
00:00.5,-0.014435397,2.760815144
00:00.5,-0.020112345,2.974949121
00:00.5,-0.013069758,2.974949121
00:00.5,-0.01659283,2.974949121
00:00.5,-0.021541405,2.974949121
00:00.5,-0.017652435,2.974949121
00:00.5,-0.008420283,2.974949121
00:00.5,-0.005505456,2.974949121
00:00.5,0.006858124,2.974949121
00:00.5,0.01493553,3.189083338
00:00.5,0.024017144,3.189083338
00:00.5,0.032632373,3.189083338
00:00.5,0.030839983,3.189083338
00:00.5,0.017959448,2.974949121
00:00.5,0.003650561,2.974949121
00:00.5,0.003059551,2.974949121
00:00.5,-0.00260812,2.974949121
00:00.5,-0.001945352,2.974949121
00:00.5,-0.010912456,2.974949121
00:00.5,-0.015916403,2.974949121
00:00.5,-0.022343835,2.974949121
00:00.5,-0.028781276,2.974949121
00:00.5,-0.025311697,2.974949121
00:00.6,-0.015722835,2.974949121
00:00.6,-0.002978584,2.974949121
00:00.6,0.001728639,2.974949121
00:00.6,0.014573508,2.974949121
00:00.6,0.026644344,2.974949121
00:00.6,0.036859035,2.974949121
00:00.6,0.040083475,2.974949121
00:00.6,0.029252617,2.974949121
00:00.6,0.023767749,2.974949121
00:00.6,0.012689888,2.974949121
00:00.6,0.003380081,3.189083338
00:00.6,-0.004180009,3.189083338
00:00.6,-0.0145273,3.189083338
00:00.6,-0.021094844,3.189083338
00:00.6,-0.033517446,3.189083338
00:00.6,-0.039080147,3.189083338
00:00.6,-0.034991033,3.189083338
00:00.6,-0.01595048,3.189083338
00:00.6,-0.002635706,2.974949121
00:00.6,0.006083722,2.974949121
00:00.6,0.006718042,2.974949121
00:00.6,0.006783034,2.974949121
00:00.6,0.01091038,3.403217554
00:00.6,0.021502817,3.403217554
00:00.6,0.025882125,3.403217554
00:00.6,0.016778594,3.403217554
00:00.6,-5.07E-06,3.403217554
00:00.6,-0.011086078,3.403217554
00:00.6,-0.017590204,3.403217554
00:00.6,-0.02051108,3.403217554
00:00.6,-0.029658267,3.189083338
00:00.6,-0.023494214,3.189083338
00:00.6,-0.017113009,3.189083338
00:00.6,-0.01087199,3.189083338
00:00.6,-0.000574855,3.403217554
00:00.6,0.015848367,3.403217554
00:00.6,0.021006443,3.403217554
00:00.6,0.023080569,3.403217554
00:00.6,0.027290381,3.403217554
00:00.6,0.023138503,3.403217554
00:00.6,0.018402804,3.403217554
00:00.6,0.017926116,3.403217554
00:00.6,0.015332482,3.617351532
00:00.6,0.002464334,3.617351532
00:00.6,-0.011169576,3.617351532
00:00.6,-0.019510064,3.617351532
00:00.6,-0.0147314,3.403217554
00:00.6,-0.015624228,3.403217554
00:00.6,-0.024187339,3.403217554
00:00.6,-0.027411984,3.403217554
00:00.6,-0.017762097,3.403217554
00:00.6,-0.009771713,3.403217554
00:00.6,-0.003317225,3.403217554
00:00.6,-0.002736866,3.403217554
00:00.6,0.012193638,3.617351532
00:00.6,0.021045042,3.617351532
00:00.6,0.029635107,3.617351532
00:00.6,0.041399505,3.617351532
00:00.6,0.031135455,3.403217554
00:00.6,0.012341657,3.403217554
00:00.6,0.007659547,3.403217554
00:00.6,-0.001587602,3.403217554
00:00.6,-0.012863521,3.617351532
00:00.6,-0.024282109,3.617351532
00:00.6,-0.03003774,3.617351532
00:00.6,-0.035928,3.617351532
00:00.6,-0.031956229,3.617351532
00:00.6,-0.026328357,3.617351532
00:00.6,-0.010834395,3.617351532
00:00.6,0.000588973,3.617351532
00:00.6,0.013061264,3.617351532
00:00.6,0.024971131,3.617351532
00:00.6,0.030736443,3.617351532
00:00.6,0.036333248,3.617351532
00:00.6,0.031904168,3.617351532
00:00.6,0.021289624,3.617351532
00:00.6,-0.001442901,3.617351532
00:00.6,-0.020661037,3.617351532
00:00.6,-0.017924653,3.617351532
00:00.6,-0.015242565,3.617351532
00:00.6,-0.008182126,3.617351532
00:00.6,-0.021334827,3.617351532
00:00.6,-0.031958848,3.831485748
00:00.6,-0.030697586,3.831485748
00:00.6,-0.017352249,3.831485748
00:00.6,-0.006442906,3.831485748
00:00.6,0.006661985,3.831485748
00:00.6,0.015478428,3.831485748
00:00.6,0.03418497,3.831485748
00:00.6,0.038987685,3.831485748
00:00.6,0.043322053,3.617351532
00:00.6,0.037449766,3.617351532
00:00.6,0.016370919,3.617351532
00:00.6,0.005465109,3.617351532
00:00.6,0.001572599,3.831485748
00:00.6,-0.002282351,3.831485748
00:00.6,-0.010310399,3.831485748
00:00.6,-0.046953149,3.831485748
00:00.6,-0.061477609,3.617351532
00:00.6,-0.051455826,3.617351532
00:00.7,-0.040020879,3.617351532
00:00.7,-0.028115377,3.617351532
00:00.7,-0.012009955,3.617351532
00:00.7,0.001062519,3.617351532
00:00.7,0.002316524,3.617351532
00:00.7,0.005305177,3.617351532
00:00.7,0.018105283,3.617351532
00:00.7,0.013296235,3.617351532
00:00.7,0.011519592,3.617351532
00:00.7,0.020648228,3.617351532
00:00.7,0.026497241,4.045619965
00:00.7,0.016125651,4.045619965
00:00.7,0.014489176,4.045619965
00:00.7,0.013698527,4.045619965
00:00.7,0.01332925,3.831485748
00:00.7,0.017547159,3.831485748
00:00.7,0.010532011,3.831485748
00:00.7,0.00605857,3.831485748
00:00.7,0.012361923,3.831485748
00:00.7,0.020005193,3.831485748
00:00.7,0.005105778,3.831485748
00:00.7,-0.00895852,3.831485748
00:00.7,-0.007800076,3.831485748
00:00.7,0.007062089,3.831485748
00:00.7,0.060110442,3.831485748
00:00.7,0.090620391,3.831485748
00:00.7,0.076454394,3.831485748
00:00.7,0.052885897,3.831485748
00:00.7,0.029122731,3.831485748
00:00.7,0.011078988,3.831485748
00:00.7,-0.011336506,3.831485748
00:00.7,-0.039126664,3.831485748
00:00.7,-0.067559958,3.831485748
00:00.7,-0.07984601,3.831485748
00:00.7,-0.071404092,3.831485748
00:00.7,-0.059202168,3.831485748
00:00.7,-0.036147211,3.831485748
00:00.7,-0.021488164,3.831485748
00:00.7,-0.030867547,3.831485748
00:00.7,-0.035778385,3.831485748
00:00.7,-0.019115102,3.831485748
00:00.7,-0.026199618,3.831485748
00:00.7,-0.04670516,4.045619965
00:00.7,-0.045997869,4.045619965
00:00.7,-0.040550772,4.045619965
00:00.7,-0.036401067,4.045619965
00:00.7,-0.028193997,4.045619965
00:00.7,-0.013098108,4.045619965
00:00.7,-0.003590662,4.045619965
00:00.7,0.010973617,4.045619965
00:00.7,0.031975847,4.045619965
00:00.7,0.054914843,4.045619965
00:00.7,0.054166697,4.045619965
00:00.7,0.025091663,4.045619965
00:00.7,0.012434024,4.045619965
00:00.7,0.024316873,4.045619965
00:00.7,0.045456294,4.045619965
00:00.7,0.056439564,4.045619965
00:00.7,0.064005107,4.259754181
00:00.7,0.054526191,4.259754181
00:00.7,0.025737256,4.259754181
00:00.7,0.00514165,4.259754181
00:00.7,-0.013294317,4.259754181
00:00.7,-0.015313219,4.259754181
00:00.7,-0.002571642,4.259754181
00:00.7,-0.00438058,4.259754181
00:00.7,-0.037313599,4.259754181
00:00.7,-0.050138906,4.259754181
00:00.7,-0.022094153,4.259754181
00:00.7,0.010814252,4.259754181
00:00.7,0.007854457,4.47388792
00:00.7,0.009973094,4.47388792
00:00.7,0.014854586,4.47388792
00:00.7,0.020762125,4.47388792
00:00.7,0.030918751,4.47388792
00:00.7,0.02886934,4.47388792
00:00.7,0.00117961,4.47388792
00:00.7,-0.017479397,4.47388792
00:00.7,-0.033312954,4.47388792
00:00.7,-0.027769931,4.47388792
00:00.7,-0.018295029,4.47388792
00:00.7,-0.029404664,4.47388792
00:00.7,-0.051709291,4.902156353
00:00.7,-0.028962152,4.902156353
00:00.7,-0.002628609,4.902156353
00:00.7,0.01473492,4.902156353
00:00.7,0.024965301,4.902156353
00:00.7,0.025191631,4.902156353
00:00.7,0.010051941,4.902156353
00:00.7,0.004649243,4.902156353
00:00.7,-0.003317926,4.902156353
00:00.7,-0.003142568,4.902156353
00:00.7,0.015459936,4.902156353
00:00.7,0.030049941,4.902156353
00:00.7,0.009183371,4.902156353
00:00.7,-0.018215461,4.902156353
00:00.7,-0.033537347,4.902156353
00:00.7,-0.021794379,4.902156353
00:00.7,-0.007669064,5.116290569
00:00.7,-0.01555801,5.116290569
00:00.8,-0.013571301,5.116290569
00:00.8,0.021341652,5.116290569
00:00.8,0.05961787,5.330424786
