Time,Finger_Flexor,Force
00:02.8,0.008696072,9.184839249
00:02.8,0.007605273,9.184839249
00:02.8,-0.002773562,9.184839249
00:02.8,-0.008960685,9.184839249
00:02.8,-0.007481988,9.184839249
00:02.8,-0.00585179,9.184839249
00:02.8,-0.008686344,9.184839249
00:02.8,-0.009419898,9.184839249
00:02.8,-0.004211926,8.970705032
00:02.8,0.008691384,8.970705032
00:02.8,0.025031442,8.970705032
00:02.8,0.03272637,8.970705032
00:02.8,0.033979643,8.970705032
00:02.8,0.04407265,8.970705032
00:02.8,0.040078606,8.970705032
00:02.8,0.036090195,8.970705032
00:02.8,0.013899903,8.756570816
00:02.8,-0.013364278,8.756570816
00:02.8,-0.050286688,8.756570816
00:02.8,-0.05357416,8.756570816
00:02.8,-0.03993021,8.970705032
00:02.8,-0.030135803,8.970705032
00:02.8,-0.018747212,8.970705032
00:02.8,-0.029535824,8.970705032
00:02.8,-0.039106485,8.756570816
00:02.8,-0.037593458,8.756570816
00:02.8,-0.028883165,8.756570816
00:02.8,-0.016071262,8.756570816
00:02.8,-0.001560529,8.756570816
00:02.8,0.017317792,8.756570816
00:02.8,0.01024853,8.756570816
00:02.8,-0.003120306,8.756570816
00:02.8,-0.010058342,8.756570816
00:02.8,-0.007737454,8.756570816
00:02.8,-0.013160626,8.756570816
00:02.8,-0.013582285,8.756570816
00:02.8,-0.010588787,8.756570816
00:02.8,-0.00100917,8.756570816
00:02.8,-0.001498973,8.756570816
00:02.8,0.00997361,8.756570816
00:02.8,0.018812781,8.756570816
00:02.8,0.016209638,8.756570816
00:02.9,0.029118117,8.756570816
00:02.9,0.036652323,8.756570816
00:02.9,0.039818786,8.5424366
00:02.9,0.030598223,8.5424366
00:02.9,0.032110021,8.5424366
00:02.9,0.030637193,8.5424366
00:02.9,0.027000831,8.5424366
00:02.9,0.026385304,8.5424366
00:02.9,0.018255619,8.5424366
00:02.9,0.001405043,8.5424366
00:02.9,-0.014971138,8.5424366
00:02.9,-0.020605519,8.5424366
00:02.9,-0.019034352,8.5424366
00:02.9,-0.017529715,8.5424366
00:02.9,-0.020527301,8.328302383
00:02.9,-0.016862869,8.328302383
00:02.9,-0.009284962,8.328302383
00:02.9,-0.004378508,8.328302383
00:02.9,0.007428424,8.5424366
00:02.9,0.008852398,8.5424366
00:02.9,0.00812187,8.5424366
00:02.9,0.005982468,8.5424366
00:02.9,-0.001434861,8.328302383
00:02.9,-0.002513407,8.328302383
00:02.9,-0.008592375,8.328302383
00:02.9,-0.008179487,8.328302383
00:02.9,-0.026130028,8.328302383
00:02.9,-0.022077495,8.328302383
00:02.9,-0.013602945,8.328302383
00:02.9,-0.002986421,8.328302383
00:02.9,0.003585584,8.114168167
00:02.9,0.011550114,8.114168167
00:02.9,-0.007307796,8.114168167
00:02.9,-0.01392758,8.114168167
00:02.9,-0.007806472,8.114168167
00:02.9,0.00568759,8.114168167
00:02.9,0.009030016,8.114168167
00:02.9,0.014727741,8.114168167
00:02.9,0.003293434,8.114168167
00:02.9,0.000264537,8.114168167
00:02.9,-0.006302741,8.114168167
00:02.9,-0.005411334,8.114168167
00:02.9,4.13E-05,7.900033951
00:02.9,0.00781075,7.900033951
00:02.9,-0.006141884,7.900033951
00:02.9,-0.018607996,7.900033951
00:02.9,-0.019843075,7.900033951
00:02.9,-0.018274216,7.900033951
00:02.9,-0.041652806,7.900033951
00:02.9,-0.037296828,7.900033951
00:02.9,0.002117267,7.900033951
00:02.9,0.019312466,7.900033951
00:02.9,0.030237425,7.900033951
00:02.9,0.031604033,7.900033951
00:02.9,0.031148015,7.900033951
00:02.9,0.033729173,7.900033951
00:02.9,0.028564656,7.900033951
00:02.9,0.018739782,7.900033951
00:02.9,0.015601863,7.900033951
00:02.9,0.012095547,7.900033951
00:02.9,0.003978867,7.900033951
00:02.9,-0.001885995,7.900033951
00:02.9,-0.005903815,7.471765995
00:02.9,-0.012899723,7.471765995
00:02.9,-0.012039248,7.471765995
00:02.9,-0.015289481,7.471765995
00:02.9,-0.007179134,7.471765995
00:02.9,-0.006195744,7.471765995
00:02.9,-0.000643945,7.471765995
00:02.9,0.002726852,7.471765995
00:02.9,0.004415056,7.471765995
00:02.9,0.009319636,7.471765995
00:02.9,0.006660349,7.471765995
00:02.9,0.008439764,7.471765995
00:02.9,0.008146781,7.471765995
00:02.9,-0.002484913,7.471765995
00:02.9,-0.014030932,7.471765995
00:02.9,-0.01602323,7.471765995
00:02.9,-0.011821064,7.257631779
00:02.9,-0.008539389,7.257631779
00:02.9,-0.01047373,7.257631779
00:02.9,-0.024218488,7.257631779
00:02.9,-0.012309955,7.471765995
00:02.9,0.000992545,7.471765995
00:02.9,0.005053627,7.471765995
00:02.9,0.012029115,7.471765995
00:02.9,0.015566976,7.043497562
00:02.9,0.020976076,7.043497562
00:02.9,0.017827984,7.043497562
00:02.9,0.018423533,7.043497562
00:02.9,0.016500734,7.257631779
00:02.9,0.008468576,7.257631779
00:02.9,-0.007227595,7.257631779
00:02.9,-0.021705074,7.257631779
00:02.9,-0.029442109,6.829363346
00:02.9,-0.03200965,6.829363346
00:02.9,-0.02629083,6.829363346
00:02.9,-0.020108758,6.829363346
00:02.9,-0.018339973,6.829363346
00:02.9,-0.010160483,6.829363346
00:03.0,0.001431315,6.829363346
00:03.0,0.014151474,6.829363346
00:03.0,0.021857245,6.829363346
00:03.0,0.021123866,6.829363346
00:03.0,0.02401243,6.829363346
00:03.0,0.028561501,6.829363346
00:03.0,0.028868096,6.61522913
00:03.0,0.017201858,6.61522913
00:03.0,0.007924355,6.61522913
00:03.0,-0.003710885,6.61522913
00:03.0,-0.011297362,6.829363346
00:03.0,-0.002233417,6.829363346
00:03.0,0.011695765,6.829363346
00:03.0,0.004788119,6.829363346
00:03.0,-0.014356164,6.829363346
00:03.0,-0.007841411,6.829363346
00:03.0,-0.013012212,6.829363346
00:03.0,-0.015781967,6.829363346
00:03.0,-0.007712688,6.61522913
00:03.0,0.006345541,6.61522913
00:03.0,0.00035749,6.61522913
00:03.0,-0.008415689,6.61522913
00:03.0,-0.009067031,6.61522913
00:03.0,-0.009055578,6.61522913
00:03.0,-0.017456418,6.61522913
00:03.0,-0.021052897,6.61522913
00:03.0,-0.021078136,6.829363346
00:03.0,-0.018581307,6.829363346
00:03.0,-0.023382749,6.829363346
00:03.0,-0.013918024,6.829363346
00:03.0,0.00818941,6.61522913
00:03.0,0.013706545,6.61522913
00:03.0,0.017474189,6.61522913
00:03.0,0.019701088,6.61522913
00:03.0,0.029545611,6.829363346
00:03.0,0.029411074,6.829363346
00:03.0,0.031769205,6.829363346
00:03.0,0.026066732,6.829363346
00:03.0,0.011095499,6.829363346
00:03.0,0.000535955,6.829363346
00:03.0,-0.006459361,6.829363346
00:03.0,-0.010628918,6.829363346
00:03.0,-0.012610957,7.043497562
00:03.0,-0.004009737,7.043497562
00:03.0,0.001369079,7.043497562
00:03.0,-0.000215902,7.043497562
00:03.0,-0.001466946,7.257631779
00:03.0,0.002059236,7.257631779
00:03.0,0.003661263,7.257631779
00:03.0,0.003865723,7.257631779
0:00:03,-0.001359061,7.257631779
00:03.0,-0.004981363,7.257631779
00:03.0,0.001671742,7.257631779
00:03.0,-0.003931577,7.257631779
00:03.0,-0.012026819,7.257631779
00:03.0,-0.007373104,7.257631779
00:03.0,0.000264337,7.257631779
00:03.0,0.004560069,7.257631779
00:03.0,0.006360931,7.471765995
00:03.0,0.006376473,7.471765995
00:03.0,0.000721122,7.471765995
00:03.0,-0.003459262,7.471765995
00:03.0,-0.006347146,7.471765995
00:03.0,-0.017067645,7.471765995
00:03.0,-0.004572834,7.471765995
00:03.0,0.034459673,7.471765995
00:03.0,0.00527237,7.471765995
00:03.0,0.053173907,7.471765995
00:03.0,0.089458205,7.471765995
00:03.0,0.127512082,7.471765995
00:03.0,0.085316546,7.685900211
00:03.0,-0.021487406,7.685900211
00:03.0,-0.091265596,7.685900211
00:03.0,-0.104515322,7.685900211
00:03.0,-0.094323069,7.685900211
00:03.0,-0.069597721,7.685900211
00:03.0,-0.064144306,7.685900211
00:03.0,-0.096893467,7.685900211
00:03.0,-0.121836752,7.685900211
00:03.0,-0.115608893,7.685900211
00:03.0,-0.093507729,7.685900211
00:03.0,-0.06200359,7.685900211
00:03.0,-0.039637636,7.685900211
00:03.0,-0.014808621,7.685900211
00:03.0,0.010102284,7.685900211
00:03.0,0.037776113,7.685900211
00:03.0,0.064741045,7.685900211
00:03.0,0.088530727,7.685900211
00:03.0,0.103057936,7.685900211
00:03.0,0.105141327,7.685900211
00:03.0,0.102755889,7.471765995
00:03.0,0.105567127,7.471765995
00:03.0,0.100988477,7.471765995
00:03.0,0.068537489,7.471765995
00:03.0,0.038774289,7.685900211
00:03.0,0.03940209,7.685900211
00:03.0,0.03540276,7.685900211
00:03.0,0.028179042,7.685900211
00:03.0,0.018938504,7.685900211
00:03.0,0.004226152,7.685900211
00:03.1,0.000487477,7.685900211
00:03.1,-0.001049817,7.685900211
00:03.1,-0.010387632,7.685900211
00:03.1,-0.014924651,7.685900211
00:03.1,-0.020734461,7.685900211
00:03.1,-0.031316925,7.685900211
00:03.1,-0.039275561,7.471765995
00:03.1,-0.044657893,7.471765995
00:03.1,-0.043137629,7.471765995
00:03.1,-0.05054789,7.471765995
00:03.1,-0.062202599,7.257631779
00:03.1,-0.047825824,7.257631779
00:03.1,-0.049508117,7.257631779
00:03.1,-0.046737596,7.257631779
00:03.1,-0.04526002,7.257631779
00:03.1,-0.03950005,7.257631779
00:03.1,-0.021997949,7.257631779
00:03.1,-0.01180092,7.257631779
00:03.1,0.006819248,7.257631779
00:03.1,0.0201157,7.257631779
00:03.1,0.019978797,7.257631779
00:03.1,0.020518132,7.257631779
00:03.1,0.030260559,7.043497562
00:03.1,0.035554424,7.043497562
00:03.1,0.032828387,7.043497562
00:03.1,0.025088556,7.043497562
00:03.1,0.032574333,7.043497562
00:03.1,0.030391766,7.043497562
00:03.1,0.017612891,7.043497562
00:03.1,0.003701733,7.043497562
00:03.1,-0.000817507,6.829363346
00:03.1,-0.003709264,6.829363346
00:03.1,-0.00981805,6.829363346
00:03.1,-0.017256442,6.829363346
00:03.1,-0.020170389,6.829363346
00:03.1,-0.006388772,6.829363346
00:03.1,-0.001432947,6.829363346
00:03.1,0.006664597,6.829363346
00:03.1,0.015878651,7.043497562
00:03.1,0.029210679,7.043497562
00:03.1,0.025571991,7.043497562
00:03.1,0.024914961,7.043497562
00:03.1,0.012313407,6.829363346
00:03.1,0.006691969,6.829363346
00:03.1,0.001165099,6.829363346
00:03.1,-0.003938892,6.829363346
00:03.1,-0.003916895,6.61522913
00:03.1,-0.005291874,6.61522913
00:03.1,-0.011899184,6.61522913
00:03.1,-0.021047553,6.61522913
00:03.1,-0.02625872,6.61522913
00:03.1,-0.005950714,6.61522913
00:03.1,0.005818864,6.61522913
00:03.1,0.006743805,6.61522913
00:03.1,0.005304204,6.829363346
00:03.1,0.002429894,6.829363346
00:03.1,-0.023504544,6.829363346
00:03.1,-0.043056376,6.829363346
00:03.1,-0.042995341,6.61522913
00:03.1,-0.02141737,6.61522913
00:03.1,-0.015096889,6.61522913
00:03.1,-0.013897469,6.61522913
00:03.1,-0.011176423,6.61522913
00:03.1,-0.003037179,6.61522913
00:03.1,0.007845138,6.61522913
00:03.1,0.014975139,6.61522913
00:03.1,0.028027793,6.61522913
00:03.1,0.043246098,6.61522913
00:03.1,0.053434677,6.61522913
00:03.1,0.054464165,6.61522913
00:03.1,0.057973664,6.829363346
00:03.1,0.048390776,6.829363346
00:03.1,0.004033886,6.829363346
00:03.1,-0.035496287,6.829363346
00:03.1,-0.059323151,6.61522913
00:03.1,-0.066309854,6.61522913
00:03.1,-0.070517719,6.61522913
00:03.1,-0.062770516,6.61522913
00:03.1,-0.056449857,6.829363346
00:03.1,-0.046210255,6.829363346
00:03.1,-0.033692673,6.829363346
00:03.1,-0.020228164,6.829363346
00:03.1,-0.002394743,6.61522913
00:03.1,0.012340318,6.61522913
00:03.1,0.023963705,6.61522913
00:03.1,0.028100369,6.61522913
00:03.1,0.027135177,6.61522913
00:03.1,0.036376309,6.61522913
00:03.1,0.05069444,6.61522913
00:03.1,0.057330422,6.61522913
00:03.1,0.075861655,6.829363346
00:03.1,0.085572682,6.829363346
00:03.1,0.052035768,6.829363346
00:03.1,0.00763705,6.829363346
00:03.1,-0.017381761,6.829363346
00:03.1,-0.0148854,6.829363346
00:03.1,-0.000255694,6.829363346
00:03.1,-0.024389224,6.829363346
00:03.1,-0.043042537,7.043497562
00:03.1,-0.042822294,7.043497562
00:03.2,-0.035074383,7.043497562
00:03.2,-0.014046546,7.043497562
00:03.2,0.004452702,6.829363346
00:03.2,-0.011599671,6.829363346
00:03.2,-0.011399099,6.829363346
00:03.2,-0.001132695,6.829363346
00:03.2,-0.003487622,6.829363346
00:03.2,0.009080298,6.829363346
00:03.2,0.011651243,6.829363346
00:03.2,0.007739583,6.829363346
00:03.2,-0.00436108,6.829363346
00:03.2,-0.002449811,6.829363346
00:03.2,-0.014479741,6.829363346
00:03.2,-0.029282602,6.829363346
00:03.2,-0.026161371,6.829363346
00:03.2,-0.011972083,6.829363346
00:03.2,0.003474216,6.829363346
00:03.2,0.063055776,6.829363346
00:03.2,0.174786791,6.61522913
00:03.2,0.100352913,6.61522913
00:03.2,0.024638435,6.61522913
00:03.2,-0.023369331,6.61522913
00:03.2,-0.050154507,6.61522913
00:03.2,-0.070112817,6.61522913
00:03.2,-0.083373144,6.61522913
00:03.2,-0.076943971,6.61522913
00:03.2,-0.07594756,6.829363346
00:03.2,-0.059407465,6.829363346
00:03.2,-0.051820006,6.829363346
00:03.2,-0.031621929,6.829363346
00:03.2,-0.018293928,6.61522913
00:03.2,-0.005386785,6.61522913
00:03.2,0.00197255,6.61522913
00:03.2,0.014464278,6.61522913
00:03.2,0.037978183,6.61522913
00:03.2,0.04796477,6.61522913
00:03.2,0.043876357,6.61522913
00:03.2,0.035581123,6.61522913
00:03.2,0.038490832,6.61522913
00:03.2,0.043058466,6.61522913
00:03.2,0.074503459,6.61522913
00:03.2,0.082761273,6.61522913
00:03.2,0.048082024,6.829363346
00:03.2,0.020746171,6.829363346
00:03.2,-0.004640532,6.829363346
00:03.2,-0.017802227,6.829363346
00:03.2,-0.013366357,6.61522913
00:03.2,-0.025429705,6.61522913
00:03.2,-0.028451938,6.61522913
00:03.2,-0.020989994,6.61522913
00:03.2,-0.003169967,6.829363346
00:03.2,-0.003041239,6.829363346
00:03.2,-0.004856741,6.829363346
00:03.2,0.010140728,6.829363346
00:03.2,0.029350381,6.61522913
00:03.2,-0.031578168,6.61522913
00:03.2,-0.068660371,6.61522913
00:03.2,-0.078111328,6.61522913
00:03.2,-0.086705238,6.829363346
00:03.2,-0.097255334,6.829363346
00:03.2,-0.093188994,6.829363346
00:03.2,-0.083531313,6.829363346
00:03.2,-0.0475039,7.043497562
00:03.2,-0.002006249,7.043497562
00:03.2,0.036750175,7.043497562
00:03.2,0.08576075,7.043497562
00:03.2,0.109066553,7.043497562
00:03.2,0.113418847,7.043497562
00:03.2,0.113398567,7.043497562
00:03.2,0.104770862,7.043497562
00:03.2,0.085721672,6.829363346
00:03.2,0.056228708,6.829363346
00:03.2,0.035412781,6.829363346
00:03.2,0.020993978,6.829363346
00:03.2,0.002232855,7.043497562
00:03.2,-0.022332229,7.043497562
00:03.2,-0.039327633,7.043497562
00:03.2,-0.045475855,7.043497562
00:03.2,-0.057500739,7.257631779
00:03.2,-0.044639561,7.257631779
00:03.2,-0.039625518,7.257631779
00:03.2,-0.057298958,7.257631779
00:03.2,-0.055237733,7.257631779
00:03.2,-0.045036469,7.257631779
00:03.2,-0.021170717,7.257631779
00:03.2,-0.004122498,7.257631779
00:03.2,-0.001533432,7.257631779
00:03.2,0.005540659,7.257631779
00:03.2,0.014757779,7.257631779
00:03.2,0.015422693,7.257631779
00:03.2,0.006213435,7.257631779
00:03.2,-0.008216095,7.257631779
00:03.2,-0.002012196,7.257631779
00:03.2,-0.010484269,7.257631779
00:03.2,-0.017997427,7.685900211
00:03.2,-0.001564143,7.685900211
00:03.2,0.005801235,7.685900211
00:03.2,0.007003943,7.685900211
00:03.2,0.00881454,7.685900211
00:03.2,0.015280645,7.685900211
00:03.3,0.032832365,7.685900211
00:03.3,0.041796908,7.685900211
00:03.3,0.030770732,7.685900211
00:03.3,0.021506317,7.685900211
00:03.3,0.018282657,7.685900211
00:03.3,0.018726883,7.685900211
00:03.3,0.016568618,7.900033951
00:03.3,0.012693173,7.900033951
00:03.3,-0.005582316,7.900033951
00:03.3,-0.022125702,7.900033951
00:03.3,-0.00912392,7.900033951
00:03.3,0.00290829,7.900033951
00:03.3,-0.013672077,7.900033951
00:03.3,-0.037202895,7.900033951
00:03.3,-0.035618041,7.900033951
00:03.3,-0.031798027,7.900033951
00:03.3,-0.026515104,7.900033951
00:03.3,-0.002527964,7.900033951
00:03.3,0.021895444,7.900033951
00:03.3,0.030757628,7.900033951
00:03.3,0.028944692,7.900033951
00:03.3,0.00697059,7.900033951
00:03.3,-0.003120429,8.114168167
00:03.3,0.003897954,8.114168167
00:03.3,0.002774846,8.114168167
00:03.3,0.001184597,8.114168167
00:03.3,-0.018481705,8.114168167
00:03.3,-0.011444639,8.114168167
00:03.3,-0.001999969,8.114168167
00:03.3,-0.000843129,8.114168167
00:03.3,-0.004838766,8.328302383
00:03.3,-0.002616307,8.328302383
00:03.3,-0.010167662,8.328302383
00:03.3,-0.018396176,8.328302383
00:03.3,-0.012622077,8.114168167
00:03.3,0.001397236,8.114168167
00:03.3,0.010290381,8.114168167
00:03.3,0.024109624,8.114168167
00:03.3,0.021526994,8.114168167
00:03.3,0.013346654,8.114168167
00:03.3,0.011225244,8.114168167
00:03.3,-0.005069575,8.114168167
00:03.3,-0.015118849,8.114168167
00:03.3,-0.029223038,8.114168167
00:03.3,-0.03074545,8.114168167
00:03.3,-0.028481886,8.114168167
00:03.3,-0.010255712,7.900033951
00:03.3,0.007369293,7.900033951
00:03.3,0.014100908,7.900033951
00:03.3,0.013466164,7.900033951
00:03.3,0.012739385,8.114168167
00:03.3,0.011895558,8.114168167
00:03.3,0.006457722,8.114168167
00:03.3,0.012048417,8.114168167
00:03.3,0.014786059,8.328302383
00:03.3,0.010870467,8.328302383
00:03.3,0.003083595,8.328302383
00:03.3,-0.001964116,8.328302383
00:03.3,-0.004884869,8.114168167
00:03.3,-0.010670391,8.114168167
00:03.3,-0.004144705,8.114168167
00:03.3,0.00042807,8.114168167
00:03.3,0.007867011,8.114168167
00:03.3,0.011814283,8.114168167
00:03.3,0.013107501,8.114168167
00:03.3,-0.000948553,8.114168167
00:03.3,-0.009732446,7.900033951
00:03.3,-0.005471923,7.900033951
00:03.3,-0.006986238,7.900033951
00:03.3,0.001600952,7.900033951
00:03.3,0.006617561,8.114168167
00:03.3,0.008905139,8.114168167
00:03.3,0.004711049,8.114168167
00:03.3,-0.003159276,8.114168167
00:03.3,-0.00809111,7.900033951
00:03.3,-0.006236117,7.900033951
00:03.3,-0.013750048,7.900033951
00:03.3,-0.008256142,7.900033951
00:03.3,-0.004137863,7.900033951
00:03.3,-0.001160995,7.900033951
00:03.3,0.000882051,7.900033951
00:03.3,-0.006767991,7.900033951
00:03.3,-0.010607994,8.114168167
00:03.3,-0.002673004,8.114168167
00:03.3,0.002869488,8.114168167
00:03.3,0.001979773,8.114168167
00:03.3,0.010657108,8.114168167
00:03.3,0.010870781,8.114168167
00:03.3,0.010235761,8.114168167
00:03.3,0.013474655,8.114168167
00:03.3,0.009658227,7.900033951
00:03.3,0.001722621,7.900033951
00:03.3,0.000868751,7.900033951
00:03.3,-0.009039803,7.900033951
00:03.3,-0.010087504,8.114168167
00:03.3,-0.001043036,8.114168167
00:03.3,0.013361909,8.114168167
00:03.3,0.020621901,8.114168167
00:03.3,0.022566035,7.900033951
00:03.3,0.020736476,7.900033951
00:03.4,-0.001470908,7.900033951
00:03.4,-0.034211107,7.900033951
00:03.4,-0.047728211,7.900033951
00:03.4,-0.016402433,7.900033951
00:03.4,0.012911332,7.900033951
00:03.4,0.011397446,7.900033951
00:03.4,-0.022373816,7.900033951
00:03.4,-0.027828187,7.900033951
00:03.4,-0.02405645,7.900033951
00:03.4,-0.019088104,7.900033951
00:03.4,-0.004563364,7.685900211
00:03.4,0.014648276,7.685900211
00:03.4,0.017012326,7.685900211
00:03.4,0.008716691,7.685900211
00:03.4,-0.000944012,7.685900211
00:03.4,0.002892959,7.685900211
00:03.4,0.00122307,7.685900211
00:03.4,0.009779505,7.685900211
00:03.4,0.014783903,7.685900211
00:03.4,0.017003283,7.685900211
00:03.4,0.008166254,7.685900211
00:03.4,-0.002275662,7.685900211
00:03.4,0.00066873,7.900033951
00:03.4,0.007038914,7.900033951
00:03.4,0.028244438,7.900033951
00:03.4,0.033863846,7.900033951
00:03.4,0.002133453,7.685900211
00:03.4,-0.004971622,7.685900211
00:03.4,-0.014302237,7.685900211
00:03.4,-0.028507059,7.685900211
00:03.4,-0.030675285,7.685900211
00:03.4,-0.024907641,7.685900211
00:03.4,-0.023404669,7.685900211
00:03.4,-0.015347669,7.685900211
00:03.4,-0.00374428,7.471765995
00:03.4,0.013580021,7.471765995
00:03.4,0.019324606,7.471765995
00:03.4,0.026219161,7.471765995
00:03.4,0.019463798,7.471765995
00:03.4,0.018130001,7.471765995
00:03.4,0.006552172,7.471765995
00:03.4,0.007515925,7.471765995
00:03.4,0.006971119,7.471765995
00:03.4,0.005415896,7.471765995
00:03.4,-0.01015429,7.471765995
00:03.4,-0.023868004,7.471765995
00:03.4,-0.017058931,7.471765995
00:03.4,-0.020465473,7.471765995
00:03.4,-0.016113607,7.471765995
00:03.4,-0.002701347,7.471765995
00:03.4,0.006178256,7.257631779
00:03.4,0.020393619,7.257631779
00:03.4,0.022937743,7.257631779
00:03.4,0.022294048,7.257631779
00:03.4,0.028382532,7.471765995
00:03.4,0.024199503,7.471765995
00:03.4,0.018190742,7.471765995
00:03.4,0.02467588,7.471765995
00:03.4,0.015410413,7.257631779
00:03.4,-0.01640363,7.257631779
00:03.4,-0.032248184,7.257631779
00:03.4,-0.045560319,7.257631779
00:03.4,-0.055611193,7.257631779
00:03.4,-0.057590753,7.257631779
00:03.4,-0.053668447,7.257631779
00:03.4,-0.036748368,7.257631779
00:03.4,-0.021718344,7.257631779
00:03.4,-0.004257416,7.257631779
00:03.4,0.026779085,7.257631779
00:03.4,0.01396957,7.257631779
00:03.4,0.015726721,7.471765995
00:03.4,0.017198384,7.471765995
00:03.4,0.018248234,7.471765995
00:03.4,0.018798908,7.471765995
00:03.4,0.023292784,7.257631779
00:03.4,0.007184447,7.257631779
00:03.4,0.00670088,7.257631779
00:03.4,0.011272431,7.257631779
00:03.4,0.00051348,7.257631779
00:03.4,-0.005224108,7.257631779
00:03.4,0.00611718,7.257631779
00:03.4,-1.08E-05,7.257631779
00:03.4,-0.00282919,7.471765995
00:03.4,-0.003320552,7.471765995
00:03.4,0.015602046,7.471765995
00:03.4,0.03555996,7.471765995
00:03.4,0.022594269,7.257631779
00:03.4,0.035051197,7.257631779
00:03.4,0.030090004,7.257631779
00:03.4,0.018905926,7.257631779
00:03.4,0.009011841,7.471765995
00:03.4,0.004997517,7.471765995
00:03.4,0.000246503,7.471765995
00:03.4,-0.018096721,7.471765995
00:03.4,-0.03406392,7.257631779
00:03.4,-0.033407893,7.257631779
00:03.4,-0.031239042,7.257631779
00:03.4,-0.023500878,7.257631779
00:03.4,-0.021700809,7.471765995
00:03.4,-0.014453608,7.471765995
00:03.5,-0.008784113,7.471765995
00:03.5,-0.004433667,7.471765995
00:03.5,-0.005649297,7.471765995
00:03.5,0.007847448,7.471765995
00:03.5,0.006708828,7.471765995
00:03.5,0.019036936,7.471765995
00:03.5,0.033788286,7.471765995
00:03.5,0.052724406,7.471765995
00:03.5,0.02260131,7.471765995
00:03.5,-0.030709205,7.471765995
00:03.5,-0.03498375,7.471765995
00:03.5,-0.021935942,7.471765995
00:03.5,-0.017085014,7.471765995
00:03.5,0.004911917,7.471765995
00:03.5,-0.004878307,7.685900211
00:03.5,0.033931073,7.685900211
00:03.5,0.053789888,7.685900211
00:03.5,0.046131372,7.685900211
00:03.5,-0.023072241,7.471765995
00:03.5,-0.038553238,7.471765995
00:03.5,-0.046254236,7.471765995
00:03.5,-0.061359059,7.471765995
00:03.5,-0.051985633,7.685900211
00:03.5,-0.036682449,7.685900211
00:03.5,0.012778461,7.685900211
00:03.5,0.029468721,7.685900211
00:03.5,-0.015859762,7.685900211
00:03.5,-0.023175834,7.685900211
00:03.5,-0.024091873,7.685900211
00:03.5,-0.02949982,7.685900211
00:03.5,-0.009783206,7.471765995
00:03.5,0.01489425,7.471765995
00:03.5,0.026978888,7.471765995
00:03.5,0.021163158,7.471765995
00:03.5,0.018207295,7.685900211
00:03.5,0.017138349,7.685900211
00:03.5,0.035075109,7.685900211
00:03.5,0.067100964,7.685900211
00:03.5,0.095070973,7.685900211
00:03.5,0.040749628,7.685900211
00:03.5,0.011889571,7.685900211
00:03.5,-0.00363709,7.685900211
00:03.5,-0.023160573,7.685900211
00:03.5,-0.025335927,7.685900211
00:03.5,-0.029918458,7.685900211
00:03.5,-0.048666835,7.685900211
00:03.5,-0.033559289,7.900033951
00:03.5,-0.016571511,7.900033951
00:03.5,-0.008651864,7.900033951
00:03.5,0.051294483,7.900033951
00:03.5,0.05204913,8.114168167
00:03.5,0.038217422,8.114168167
00:03.5,0.011642715,8.114168167
00:03.5,-0.007203463,8.114168167
00:03.5,-0.019674657,8.114168167
00:03.5,-0.035927106,8.114168167
00:03.5,-0.039226219,8.114168167
00:03.5,-0.04725191,8.114168167
00:03.5,-0.047872957,8.114168167
00:03.5,-0.047698811,8.114168167
00:03.5,-0.041848075,8.114168167
00:03.5,-0.023407524,8.114168167
00:03.5,-0.007373009,8.114168167
00:03.5,0.001587163,8.114168167
00:03.5,0.014548895,8.114168167
00:03.5,0.02879601,8.114168167
00:03.5,0.033402719,8.5424366
00:03.5,0.040347759,8.5424366
00:03.5,0.056607395,8.5424366
00:03.5,0.058521613,8.5424366
00:03.5,0.037309304,8.5424366
00:03.5,0.016726794,8.5424366
00:03.5,0.011468871,8.5424366
00:03.5,0.029199909,8.5424366
00:03.5,0.063356251,8.5424366
00:03.5,0.06772992,8.5424366
00:03.5,0.038990069,8.5424366
00:03.5,0.00073261,8.5424366
00:03.5,-0.035771824,8.756570816
00:03.5,-0.063295133,8.756570816
00:03.5,-0.059923671,8.756570816
00:03.5,-0.073133126,8.756570816
00:03.5,-0.072068833,9.184839249
00:03.5,-0.052517366,9.184839249
00:03.5,-0.036103651,9.184839249
00:03.5,-0.031454373,9.184839249
00:03.5,-0.029405,9.398973465
00:03.5,-0.010712828,9.398973465
00:03.5,-0.001106616,9.398973465
00:03.5,-0.002195239,9.398973465
00:03.5,0.008361569,9.613106728
00:03.5,0.047495,9.613106728
00:03.5,0.068799689,9.613106728
00:03.5,0.063072182,9.613106728
00:03.5,0.053934459,9.827240944
00:03.5,0.047232985,9.827240944
00:03.5,0.015062011,9.827240944
00:03.5,-0.012243435,9.827240944
00:03.5,-0.002820799,10.46964359
00:03.5,0.001275057,10.46964359
00:03.6,-0.01626965,10.46964359
00:03.6,-0.036423188,10.46964359
00:03.6,-0.042568635,10.89791203
00:03.6,-0.034627728,10.89791203
00:03.6,-0.022814788,10.89791203
00:03.6,-0.013838857,10.89791203
00:03.6,-0.007173733,11.54031467
00:03.6,-0.006841762,11.54031467
00:03.6,-0.001319745,11.54031467
00:03.6,-0.006458485,11.54031467
00:03.6,-0.008559846,12.18271637
00:03.6,-0.003966397,12.18271637
00:03.6,-0.004508553,12.18271637
